trialIdx,NumberInBlock,direction,speed,timeMilSec,mouseX,mouseY,InvertedMouseY,greenX0,greenX1,greenY0,greenY1,redX0,redX1,redY0,redY1
10,0,0,0,1517913170304,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170306,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170308,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170310,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170313,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170315,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170317,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170319,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170322,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170324,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170326,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170329,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170330,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170332,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170335,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170338,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170341,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170343,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170345,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170347,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170349,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170352,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170355,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170358,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170360,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170362,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170364,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170366,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170368,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170370,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170374,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170376,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170378,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170380,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170383,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170385,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170387,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170391,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170393,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170395,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170397,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170400,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170402,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170406,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170408,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170410,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170412,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170414,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170416,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170418,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170422,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170424,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170426,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170429,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170431,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170433,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170435,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170438,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170441,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170443,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170445,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170447,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170449,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170452,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170455,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170457,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170459,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170461,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170463,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170465,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170467,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170471,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170473,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170475,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170477,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170479,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170481,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170483,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170485,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170489,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170491,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170493,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170495,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170497,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170499,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170501,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170503,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170506,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170508,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170511,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170513,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170515,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170517,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170519,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170523,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170524,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170526,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170528,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170530,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170532,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170534,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170538,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170540,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170542,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170544,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170546,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170548,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170550,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170553,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170556,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170558,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170561,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170563,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170565,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170567,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170570,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170573,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170575,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170577,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170579,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170581,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170583,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170585,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170589,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170591,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170593,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170595,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170598,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170600,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170602,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170604,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170608,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170610,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170612,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170615,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170617,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170620,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170623,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170626,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170627,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170629,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170631,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170634,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170636,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170638,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170641,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170643,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170645,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170647,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170649,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170651,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170655,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170657,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170659,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170661,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170663,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170665,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170667,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170669,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170673,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170675,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170676,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170678,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170681,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170683,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170685,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170688,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170690,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170692,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170694,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170696,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170698,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170700,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170702,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170706,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170708,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170710,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170712,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170714,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170716,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170718,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170722,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170724,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170726,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170728,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170730,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170732,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170734,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170736,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170739,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170741,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170743,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170745,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170747,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170749,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170751,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170755,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170757,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170759,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170761,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170763,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170765,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170767,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170769,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170773,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170775,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170777,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170779,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170781,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170783,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170786,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170789,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170791,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170794,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170796,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170798,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170800,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170802,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170806,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170808,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170810,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170812,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170814,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170817,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170819,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170821,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170825,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170827,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170829,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170831,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170834,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170836,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170840,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170842,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170844,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170846,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170848,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170851,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170853,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170856,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170858,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170860,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170862,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170864,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170867,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170869,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170872,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170874,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170876,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170878,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170880,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170882,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170884,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170887,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170890,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170892,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170894,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170896,490,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170898,491,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170900,491,540,540,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170907,498,544,536,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170909,501,546,534,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170910,501,546,534,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170912,506,549,531,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170913,512,551,529,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170914,512,551,529,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170917,522,555,525,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170919,541,563,517,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170926,594,580,500,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170928,618,587,493,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170930,618,587,493,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170932,691,607,473,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170934,729,618,462,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170935,775,629,451,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170937,821,641,439,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170939,880,655,425,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170940,880,655,425,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170942,936,667,413,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170944,992,681,399,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170946,1054,695,385,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170949,1183,725,355,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170952,1260,742,338,640,640,320,760,1280,1280,320,760
10,0,0,0,1517913170953,1320,756,324,640,640,320,760,1280,1280,320,760
