Participant,Speeds-Count,Speed1,Block,Distance,Direction,LToR-or-RToL,Execution-time,Speed2,Average,Reg,Speed1,Speed2,Average1,Average2,Average3,Relative-Speed
15,3,1,2,Long,Diagonal,L,5.076,0.008797742,7.62E-03,0.001177742,1,5.00E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,3,Short,Horizontal,R,8.049,0.05030232,7.62E-03,0.04268232,1,7.40E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Short,Horizontal,L,2.003,0.013129699,7.62E-03,0.005509699,1,1.33E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Short,Vertical,R,4.031,0.024426266,7.62E-03,0.016806266,1,1.12E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Short,Vertical,L,2.005,0.014285034,7.62E-03,0.006665034,1,7.12E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Short,Diagonal,R,0.095,3.53E-04,7.62E-03,-0.007267,1,9.30E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Short,Diagonal,L,1.006,0.005748571,7.62E-03,-0.001871429,1,6.52E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Medium,Horizontal,R,3.022,0.008367981,7.62E-03,0.000747981,1,6.46E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Medium,Horizontal,L,2.074,0.005959376,7.62E-03,-0.001660624,1,8.44E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Medium,Vertical,R,0.067,1.85E-04,7.62E-03,-0.007435,1,7.10E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Medium,Vertical,L,4.02,0.011104972,7.62E-03,0.003484972,1,7.66E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Medium,Diagonal,R,3.095,0.007417116,7.62E-03,-0.000202884,1,6.29E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Medium,Diagonal,L,0.09,2.04E-04,7.62E-03,-0.007416,1,7.70E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Long,Horizontal,R,5.028,0.008972851,7.62E-03,0.001352851,1,7.74E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Long,Horizontal,L,2.087,0.003715518,7.62E-03,-0.003904482,1,8.66E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Long,Vertical,R,0.096,1.72E-04,7.62E-03,-0.007448,1,1.07E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Long,Vertical,L,3.039,0.0054066,7.62E-03,-0.0022134,1,6.67E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Long,Diagonal,R,3.056,0.005110611,7.62E-03,-0.002509389,1,1.19E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Long,Diagonal,L,1.066,0.001764799,7.62E-03,-0.005855201,1,9.58E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Short,Horizontal,R,2.064,0.012843682,7.62E-03,0.005223682,1,0.006001749,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Short,Horizontal,L,1.097,0.006808413,7.62E-03,-0.000811587,1,2.05E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,3,Short,Vertical,R,1.039,0.006878382,7.62E-03,-0.000741618,1,9.51E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Short,Vertical,L,0.038,2.37E-04,7.62E-03,-0.007383,1,7.07E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Short,Diagonal,R,3.081,0.010900545,7.62E-03,0.003280545,1,8.72E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Short,Diagonal,L,1.098,0.004762404,7.62E-03,-0.002857596,1,1.34E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Medium,Horizontal,R,1.044,0.002895969,7.62E-03,-0.004724031,1,1.01E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Medium,Horizontal,L,2.071,0.005749031,7.62E-03,-0.001870969,1,1.72E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Medium,Vertical,R,0.09,2.51E-04,7.62E-03,-0.007369,1,9.13E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Medium,Vertical,L,1.01,0.002886893,7.62E-03,-0.004733107,1,1.28E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Medium,Diagonal,R,6.096,0.013661638,7.62E-03,0.006041638,1,7.20E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Medium,Diagonal,L,0.046,1.07E-04,7.62E-03,-0.007513,1,0.004283866,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Long,Horizontal,R,0.094,1.68E-04,7.62E-03,-0.007452,1,0.005151987,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Long,Horizontal,L,3.002,0.005453605,7.62E-03,-0.002166395,1,3.19E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Long,Vertical,R,2.052,0.003611602,7.62E-03,-0.004008398,1,1.19E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Long,Vertical,L,2.022,0.003518608,7.62E-03,-0.004101392,1,1.49E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Long,Diagonal,R,2.038,0.003281923,7.62E-03,-0.004338077,1,0.002609118,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Long,Diagonal,L,7.064,0.011624208,7.62E-03,0.004004208,1,0.0018219,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Short,Horizontal,R,1.004,0.00615534,7.62E-03,-0.00146466,1,0.001832349,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Short,Horizontal,L,3.048,0.019106057,7.62E-03,0.011486057,1,7.18E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Short,Vertical,R,1.005,0.006537285,7.62E-03,-0.001082715,1,1.56E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Short,Vertical,L,1.003,0.006233663,7.62E-03,-0.001386337,1,1.39E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Short,Diagonal,R,2.051,0.00756209,7.62E-03,-5.79E-05,1,1.26E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Short,Diagonal,L,2.042,0.008921795,7.62E-03,0.001301795,1,1.31E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Medium,Horizontal,R,1.014,0.002872418,7.62E-03,-0.004747582,1,8.29E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Medium,Horizontal,L,4.053,0.011240999,7.62E-03,0.003620999,1,1.35E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Medium,Vertical,R,3.005,0.008335332,7.62E-03,0.000715332,1,1.70E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Medium,Vertical,L,1.005,0.002727225,7.62E-03,-0.004892775,1,6.87E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Medium,Diagonal,R,1.069,0.00253064,7.62E-03,-0.00508936,1,0.00179487,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Medium,Diagonal,L,2.084,0.005171964,7.62E-03,-0.002448036,1,0.001799931,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Long,Horizontal,R,2.086,0.003715999,7.62E-03,-0.003904001,1,0.012089892,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Long,Horizontal,L,8.012,0.014259117,7.62E-03,0.006639117,1,0.006623336,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Long,Vertical,R,9.049,0.016522102,7.62E-03,0.008902102,1,0.006660665,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,3,Long,Vertical,L,2.056,0.003746582,7.62E-03,-0.003873418,1,0.006457961,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,3,Long,Diagonal,R,5.05,0.008007837,7.62E-03,0.000387837,1,0.004172968,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,3,Long,Diagonal,L,6.088,0.010069029,7.62E-03,0.002449029,1,0.005416286,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Short,Horizontal,R,0.099,6.19E-04,7.62E-03,-0.007001,1,0.005637103,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,3,4,Short,Horizontal,L,0.013,7.90E-05,7.62E-03,-0.007541,1,0.005776514,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,2,4,Short,Vertical,R,1.044,0.006335773,7.62E-03,-0.001284227,1,0.005611568,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,4,Short,Vertical,L,1.049,0.006556122,7.62E-03,-0.001063878,1,0.005488127,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,1,4,Short,Diagonal,R,3.049,0.009768423,7.62E-03,0.002148423,1,0.004800761,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Short,Diagonal,L,2.047,0.009808302,7.62E-03,0.002188302,1,0.005080826,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Short,Horizontal,R,2.081,0.012985722,7.62E-03,0.005365722,1,0.003691403,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Short,Horizontal,L,3.033,0.018903159,7.62E-03,0.011283159,1,0.005529747,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Short,Vertical,R,1.053,0.006468528,7.62E-03,-0.001151472,1,0.003719712,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Short,Vertical,L,4.03,0.025971908,7.62E-03,0.018351908,1,0.003594179,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Short,Diagonal,R,3.057,0.013041733,7.62E-03,0.005421733,1,0.003425766,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,1,4,Short,Diagonal,L,5.077,0.021886467,7.62E-03,0.014266467,1,0.003386107,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Medium,Horizontal,R,5.03,0.014123308,7.62E-03,0.006503308,1,7.09E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Medium,Horizontal,L,2.056,0.005710318,7.62E-03,-0.001909682,1,5.68E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,2,4,Medium,Vertical,R,6.085,0.016814205,7.62E-03,0.009194205,1,9.00E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Medium,Vertical,L,1.071,0.002928143,7.62E-03,-0.004691857,1,8.59E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Medium,Diagonal,R,4.076,0.009779897,7.62E-03,0.002159897,1,4.34E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,3,4,Medium,Diagonal,L,1.069,0.002448533,7.62E-03,-0.005171467,1,8.12E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Long,Horizontal,R,4.075,0.007272601,7.62E-03,-0.000347399,1,8.53E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Long,Horizontal,L,5.016,0.008954616,7.62E-03,0.001334616,1,8.59E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Long,Vertical,R,4.042,0.007186155,7.62E-03,-0.000433845,1,7.47E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,4,Long,Vertical,L,4.031,0.007179921,7.62E-03,-0.000440079,1,7.07E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Long,Diagonal,R,3.002,0.005076555,7.62E-03,-0.002543445,1,1.20E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,3,4,Long,Diagonal,L,2.081,0.003061188,7.62E-03,-0.004558812,1,1.32E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Medium,Horizontal,R,2.096,0.00594369,7.62E-03,-0.00167631,1,1.19E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Medium,Horizontal,L,6.008,0.016560015,7.62E-03,0.008940015,1,9.78E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Medium,Vertical,R,2.089,0.005782955,7.62E-03,-0.001837045,1,1.16E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,4,Medium,Vertical,L,5.05,0.013817788,7.62E-03,0.006197788,1,8.28E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Medium,Diagonal,R,3.054,0.006244876,7.62E-03,-0.001375124,1,1.24E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Medium,Diagonal,L,4.047,0.009164063,7.62E-03,0.001544063,1,7.39E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Short,Horizontal,R,4.035,0.025198088,7.62E-03,0.017578088,1,8.24E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Short,Horizontal,L,4.055,0.023832746,7.62E-03,0.016212746,1,0.006375808,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Short,Vertical,R,3.08,0.019129328,7.62E-03,0.011509328,1,0.006624216,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Short,Vertical,L,5.052,0.031331174,7.62E-03,0.023711174,1,0.002970294,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Short,Diagonal,R,3.067,0.010851013,7.62E-03,0.003231013,1,0.005601163,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,4,Short,Diagonal,L,2.074,0.009661153,7.62E-03,0.002041153,1,0.003579114,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Medium,Horizontal,R,4.039,0.011166793,7.62E-03,0.003546793,1,0.003625809,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,3,4,Medium,Horizontal,L,1.039,0.002877719,7.62E-03,-0.004742281,1,5.20E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Medium,Vertical,R,7.014,0.019429065,7.62E-03,0.011809065,1,0.004478966,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Medium,Vertical,L,9.013,0.024989492,7.62E-03,0.017369492,1,1.38E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Medium,Diagonal,R,8.005,0.017082254,7.62E-03,0.009462254,1,0.004619175,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Medium,Diagonal,L,5.032,0.013027354,7.62E-03,0.005407354,1,0.003591072,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,4,Long,Horizontal,R,9.007,0.01649299,7.62E-03,0.00887299,1,0.003274065,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,4,Long,Horizontal,L,7.095,0.012705162,7.62E-03,0.005085162,1,0.012517391,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Long,Vertical,R,2.059,0.003641505,7.62E-03,-0.003978495,1,0.003388675,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,3,4,Long,Vertical,L,3.084,0.005613539,7.62E-03,-0.002006461,1,0.005655899,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,3,4,Long,Diagonal,R,2.009,0.003269196,7.62E-03,-0.004350804,1,0.002452157,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,1,4,Long,Diagonal,L,12.034,0.020916079,7.62E-03,0.013296079,1,0.003648237,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,2,4,Long,Horizontal,R,9.012,0.01640162,7.62E-03,0.00878162,1,0.00186997,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,3,4,Long,Horizontal,L,1.057,0.001887425,7.62E-03,-0.005732575,1,0.00518431,0.006195928,2.48E-03,5.74E-04,-5.62E-03
15,3,2,4,Long,Vertical,R,4.066,0.007258111,7.62E-03,-0.000361889,1,0.00522734,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,2,4,Long,Vertical,L,4.055,0.007217805,7.62E-03,-0.000402195,1,0.006104557,0.006195928,2.48E-03,5.74E-04,-1.91E-03
15,3,1,4,Long,Diagonal,R,5.069,0.008025836,7.62E-03,0.000405836,1,5.37E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
15,3,1,4,Long,Diagonal,L,5.003,0.008330365,7.62E-03,0.000710365,1,0.005738314,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Short,Horizontal,R,1.037,0.006326347,2.94E-03,0.003386347,1,0.005395363,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Short,Horizontal,L,3.093,0.01841822,2.94E-03,0.01547822,1,0.001841023,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Short,Vertical,R,5.078,0.031121179,2.94E-03,0.028181179,1,0.001761985,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Short,Vertical,L,1.024,0.006387537,2.94E-03,0.003447537,1,2.24E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Short,Diagonal,R,2.012,0.009526883,2.94E-03,0.006586883,1,0.002820427,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Short,Diagonal,L,6.035,0.03356717,2.94E-03,0.03062717,1,0.002756356,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Medium,Horizontal,R,11.092,0.030705859,2.94E-03,0.027765859,1,9.80E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Medium,Horizontal,L,4.072,0.011310413,2.94E-03,0.008370413,1,0.00609318,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Medium,Vertical,R,5.039,0.013824534,2.94E-03,0.010884534,1,0.008358549,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Medium,Vertical,L,5.06,0.013932259,2.94E-03,0.010992259,1,0.003088018,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Medium,Diagonal,R,5.033,0.012823731,2.94E-03,0.009883731,1,0.004740066,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Medium,Diagonal,L,6.051,0.015959034,2.94E-03,0.013019034,1,0.003547401,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Long,Horizontal,R,15.052,0.026845036,2.94E-03,0.023905036,1,0.001920793,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Long,Horizontal,L,15.038,0.026730896,2.94E-03,0.023790896,1,0.007008551,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Long,Vertical,R,5.02,0.008964286,2.94E-03,0.006024286,1,1.63E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Long,Vertical,L,4.03,0.007100123,2.94E-03,0.004160123,1,1.76E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Long,Diagonal,R,4.036,0.006699883,2.94E-03,0.003759883,1,1.93E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,1,1,Long,Diagonal,L,8.067,0.013876976,2.94E-03,0.010936976,1,2.61E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,2,1,Short,Horizontal,R,1.001,0.006154903,2.94E-03,0.003214903,1,1.96E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Short,Horizontal,L,0.099,6.34E-04,2.94E-03,-0.002306,1,2.71E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Short,Vertical,R,0.059,3.70E-04,2.94E-03,-0.00257,1,0.002928702,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Short,Vertical,L,0.036,2.22E-04,2.94E-03,-0.002718,1,0.002999988,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Short,Diagonal,R,1.01,0.003810643,2.94E-03,0.000870643,1,0.005618986,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Short,Diagonal,L,2.01,0.011292135,2.94E-03,0.008352135,1,0.005654574,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Medium,Horizontal,R,1.095,0.003040916,2.94E-03,0.000100916,1,0.002399451,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Medium,Horizontal,L,4.072,0.011263886,2.94E-03,0.008323886,1,0.002567444,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Medium,Vertical,R,2.075,0.005719379,2.94E-03,0.002779379,1,0.003610104,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Medium,Vertical,L,3.033,0.008359941,2.94E-03,0.005419941,1,0.003726247,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Medium,Diagonal,R,2.063,0.004996212,2.94E-03,0.002056212,1,0.003632037,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Medium,Diagonal,L,2.09,0.005539714,2.94E-03,0.002599714,1,0.005387971,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Long,Horizontal,R,11.029,0.019590903,2.94E-03,0.016650903,1,0.003320843,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Long,Horizontal,L,1.014,0.001784357,2.94E-03,-0.001155643,1,0.005141014,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Long,Vertical,R,2.021,0.003623045,2.94E-03,0.000683045,1,1.67E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Long,Vertical,L,2.054,0.003674966,2.94E-03,0.000734966,1,2.98E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Long,Diagonal,R,1.081,0.001814522,2.94E-03,-0.001125478,1,0.002812077,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,2,1,Long,Diagonal,L,1.066,0.00183627,2.94E-03,-0.00110373,1,0.002802605,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,3,1,Short,Horizontal,R,0.012,7.79E-05,2.94E-03,-0.0028621,1,0.001789863,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Short,Horizontal,L,0.047,2.88E-04,2.94E-03,-0.002652,1,0.001926503,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Short,Vertical,R,0.029,1.81E-04,2.94E-03,-0.002759,1,0.00633668,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Short,Vertical,L,0.021,1.32E-04,2.94E-03,-0.002808,1,2.23E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Short,Diagonal,R,0.025,1.08E-04,2.94E-03,-0.002832,1,4.63E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Short,Diagonal,L,0.038,1.78E-04,2.94E-03,-0.002762,1,6.73E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Medium,Horizontal,R,0.028,7.75E-05,2.94E-03,-0.0028625,1,0.001957016,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Medium,Horizontal,L,0.04,1.12E-04,2.94E-03,-0.002828,1,0.003219904,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Medium,Vertical,R,0.038,1.01E-04,2.94E-03,-0.002839,1,0.00664295,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Medium,Vertical,L,0.041,1.15E-04,2.94E-03,-0.002825,1,0.007150635,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Medium,Diagonal,R,0.034,8.08E-05,2.94E-03,-0.0028592,1,0.003029983,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Medium,Diagonal,L,0.064,1.68E-04,2.94E-03,-0.002772,1,0.004868447,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Long,Horizontal,R,0.046,8.12E-05,2.94E-03,-0.0028588,1,0.003672342,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Long,Horizontal,L,0.079,1.41E-04,2.94E-03,-0.002799,1,0.00648475,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Long,Vertical,R,0.051,9.13E-05,2.94E-03,-0.0028487,1,0.007025383,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Long,Vertical,L,0.057,1.01E-04,2.94E-03,-0.002839,1,0.004968278,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Long,Diagonal,R,0.053,8.62E-05,2.94E-03,-0.0028538,1,0.006515785,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,3,1,Long,Diagonal,L,0.039,6.74E-05,2.94E-03,-0.0028726,1,0.006568717,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,1,2,Short,Horizontal,R,0.098,5.96E-04,2.94E-03,-0.002344,1,0.007734627,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,2,2,Short,Horizontal,L,0.015,9.32E-05,2.94E-03,-0.0028468,1,0.004434897,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,3,2,Short,Vertical,R,0.017,1.05E-04,2.94E-03,-0.002835,1,0.00372923,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,1,2,Short,Vertical,L,0.031,1.91E-04,2.94E-03,-0.002749,1,0.003633789,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,2,2,Short,Diagonal,R,0.046,1.94E-04,2.94E-03,-0.002746,1,0.005566473,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,3,2,Short,Diagonal,L,0.034,1.79E-04,2.94E-03,-0.002761,1,0.005705947,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,1,2,Medium,Horizontal,R,0.048,1.32E-04,2.94E-03,-0.002808,1,7.57E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,2,2,Medium,Horizontal,L,0.041,1.13E-04,2.94E-03,-0.002827,1,0.012812744,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,3,2,Medium,Vertical,R,0.052,1.46E-04,2.94E-03,-0.002794,1,0.012497683,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,1,2,Medium,Vertical,L,0.039,1.08E-04,2.94E-03,-0.002832,1,0.011195682,0.006195928,2.48E-03,5.74E-04,-3.72E-03
16,3,2,2,Medium,Diagonal,R,0.057,1.27E-04,2.94E-03,-0.002813,1,0.008284855,0.006195928,2.48E-03,5.74E-04,-1.91E-03
16,3,3,2,Medium,Diagonal,L,0.058,1.49E-04,2.94E-03,-0.002791,1,0.006770161,0.006195928,2.48E-03,5.74E-04,-5.62E-03
16,3,1,2,Long,Horizontal,R,0.058,1.03E-04,2.94E-03,-0.002837,1,0.00346291,0.006195928,2.48E-03,5.74E-04,-3.72E-03
