Participant,Speeds-Count,Speed1,Block,Distance,Direction,LToR-or-RToL,Execution-time,Speed2,Average,Reg,Speed1,Speed2,Average1,Average2,Average3,Relative-Speed
19,3,1,1,Long,Vertical,L,30.066,0.053566102,1.41E-02,0.039466102,2,0.001786677,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,1,Long,Diagonal,R,20.072,0.030467813,1.41E-02,0.016367813,2,9.30E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,1,Long,Diagonal,L,17.023,0.027512263,1.41E-02,0.013412263,2,2.63E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,1,Short,Horizontal,R,1.049,0.006537888,1.41E-02,-0.007562112,2,2.59E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Short,Horizontal,L,0.056,3.50E-04,1.41E-02,-0.01375,2,2.33E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Short,Vertical,R,1.015,0.006316055,1.41E-02,-0.007783945,2,1.84E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Short,Vertical,L,1.042,0.006499817,1.41E-02,-0.007600183,2,2.19E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Short,Diagonal,R,2.06,0.008796594,1.41E-02,-0.005303406,2,1.84E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Short,Diagonal,L,3.093,0.012262133,1.41E-02,-0.001837867,2,6.96E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Medium,Horizontal,R,8.002,0.022099829,1.41E-02,0.007999829,2,6.75E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Medium,Horizontal,L,4.006,0.011094229,1.41E-02,-0.003005771,2,9.24E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Medium,Vertical,R,5.015,0.013930341,1.41E-02,-0.000169659,2,8.31E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Medium,Vertical,L,6.003,0.016634937,1.41E-02,0.002534937,2,1.36E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Medium,Diagonal,R,5.07,0.011718042,1.41E-02,-0.002381958,2,1.55E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Medium,Diagonal,L,4.097,0.009583475,1.41E-02,-0.004516525,2,1.56E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Long,Horizontal,R,9.019,0.016186232,1.41E-02,0.002086232,2,0.002694035,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Long,Horizontal,L,5.003,0.008992386,1.41E-02,-0.005107614,2,0.00183151,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Long,Vertical,R,6.062,0.010784019,1.41E-02,-0.003315981,2,0.00190716,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Long,Vertical,L,8.074,0.014384777,1.41E-02,0.000284777,2,6.48E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Long,Diagonal,R,13.028,0.020389629,1.41E-02,0.006289629,2,8.47E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,1,Long,Diagonal,L,8.063,0.013160158,1.41E-02,-0.000939842,2,1.03E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,1,Short,Horizontal,R,0.063,4.14E-04,1.41E-02,-0.013686,2,0.006537888,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Short,Horizontal,L,0.023,1.43E-04,1.41E-02,-0.013957,2,3.50E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Short,Vertical,R,0.034,2.14E-04,1.41E-02,-0.013886,2,0.006316055,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Short,Vertical,L,0.022,1.41E-04,1.41E-02,-0.013959,2,0.006499817,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Short,Diagonal,R,0.032,1.45E-04,1.41E-02,-0.013955,2,0.008796594,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Short,Diagonal,L,0.027,1.01E-04,1.41E-02,-0.013999,2,0.012262133,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Medium,Horizontal,R,0.048,1.34E-04,1.41E-02,-0.013966,2,0.022099829,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Medium,Horizontal,L,0.033,9.29E-05,1.41E-02,-0.0140071,2,0.011094229,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Medium,Vertical,R,0.037,1.03E-04,1.41E-02,-0.013997,2,0.013930341,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Medium,Vertical,L,0.041,1.15E-04,1.41E-02,-0.013985,2,0.016634937,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Medium,Diagonal,R,0.035,8.31E-05,1.41E-02,-0.0140169,2,0.011718042,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Medium,Diagonal,L,0.042,1.00E-04,1.41E-02,-0.014,2,0.009583475,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Long,Horizontal,R,0.046,8.22E-05,1.41E-02,-0.0140178,2,0.016186232,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Long,Horizontal,L,0.09,1.61E-04,1.41E-02,-0.013939,2,0.008992386,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Long,Vertical,R,0.063,1.12E-04,1.41E-02,-0.013988,2,0.010784019,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Long,Vertical,L,0.059,1.04E-04,1.41E-02,-0.013996,2,0.014384777,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Long,Diagonal,R,0.059,1.00E-04,1.41E-02,-0.014,2,0.020389629,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,1,Long,Diagonal,L,0.055,8.94E-05,1.41E-02,-0.0140106,2,0.013160158,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Short,Horizontal,R,3.054,0.019086009,1.41E-02,0.004986009,2,3.17E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Short,Horizontal,L,0.052,3.17E-04,1.41E-02,-0.013783,2,1.42E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Short,Vertical,R,0.009,5.52E-05,1.41E-02,-0.0140448,2,2.33E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Short,Vertical,L,4.055,0.025116666,1.41E-02,0.011016666,2,0.005092967,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Short,Diagonal,R,0.029,1.42E-04,1.41E-02,-0.013958,2,0.007199816,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Short,Diagonal,L,0.009,3.75E-05,1.41E-02,-0.0140625,2,0.008453336,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Medium,Horizontal,R,8.083,0.022389207,1.41E-02,0.008289207,2,0.006579281,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Medium,Horizontal,L,0.083,2.33E-04,1.41E-02,-0.013867,2,0.013231792,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Medium,Vertical,R,0.015,4.25E-05,1.41E-02,-0.0140575,2,0.019284029,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Medium,Vertical,L,12.035,0.033350236,1.41E-02,0.019250236,2,0.019495251,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Medium,Diagonal,R,2.019,0.005092967,1.41E-02,-0.009007033,2,0.017810172,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Medium,Diagonal,L,0.03,6.81E-05,1.41E-02,-0.0140319,2,0.016067925,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Long,Horizontal,R,16.08,0.028800513,1.41E-02,0.014700513,2,0.009884673,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Long,Horizontal,L,4.032,0.007199816,1.41E-02,-0.006900184,2,0.012837483,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Long,Vertical,R,0.066,1.22E-04,1.41E-02,-0.013978,2,0.004694483,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Long,Vertical,L,17.089,0.030513688,1.41E-02,0.016413688,2,0.019367293,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Long,Diagonal,R,5.044,0.008453336,1.41E-02,-0.005646664,2,0.012460382,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Long,Diagonal,L,0.055,9.30E-05,1.41E-02,-0.014007,2,0.01258506,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Short,Horizontal,R,5.016,0.030528665,1.41E-02,0.016428665,2,0.008151034,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Short,Horizontal,L,1.054,0.006579281,1.41E-02,-0.007520719,2,0.012130126,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,2,Short,Vertical,R,2.091,0.013231792,1.41E-02,-0.000868208,2,0.006335716,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Short,Vertical,L,0.016,1.01E-04,1.41E-02,-0.013999,2,0.012927759,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Short,Diagonal,R,11.041,0.038460112,1.41E-02,0.024360112,2,0.004043324,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Short,Diagonal,L,4.037,0.019284029,1.41E-02,0.005184029,2,0.0138769,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Medium,Horizontal,R,0.094,2.60E-04,1.41E-02,-0.01384,2,0.01668161,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Medium,Horizontal,L,9.068,0.025164048,1.41E-02,0.011064048,2,0.014340214,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Medium,Vertical,R,7.066,0.019495251,1.41E-02,0.005395251,2,0.012583375,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Medium,Vertical,L,0.035,9.64E-05,1.41E-02,-0.0140036,2,0.016837725,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Medium,Diagonal,R,15.038,0.032300074,1.41E-02,0.018200074,2,0.01665023,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Medium,Diagonal,L,8.036,0.017810172,1.41E-02,0.003710172,2,0.025166648,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Long,Horizontal,R,0.04,7.12E-05,1.41E-02,-0.0140288,2,0.012918713,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Long,Horizontal,L,19.064,0.033857131,1.41E-02,0.019757131,2,0.005454127,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Long,Vertical,R,9.007,0.016067925,1.41E-02,0.001967925,2,0.002616915,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Long,Vertical,L,0.046,8.19E-05,1.41E-02,-0.0140181,2,0.005454979,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Long,Diagonal,R,22.05,0.034108085,1.41E-02,0.020008085,2,0.00552843,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Long,Diagonal,L,6.071,0.009884673,1.41E-02,-0.004215327,2,0.014396355,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Short,Horizontal,R,3.03,0.021352329,1.41E-02,0.007252329,2,0.007271172,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Short,Horizontal,L,7.065,0.043963474,1.41E-02,0.029863474,2,0.012421938,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Short,Vertical,R,2.055,0.012837483,1.41E-02,-0.001262517,2,0.006357146,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Short,Vertical,L,0.027,1.67E-04,1.41E-02,-0.013933,2,0.004088873,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Short,Diagonal,R,7.065,0.030074996,1.41E-02,0.015974996,2,0.003007785,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Short,Diagonal,L,1.02,0.004694483,1.41E-02,-0.009405517,2,0.014330146,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Medium,Horizontal,R,0.028,7.61E-05,1.41E-02,-0.0140239,2,0.007290181,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Medium,Horizontal,L,13.061,0.036426441,1.41E-02,0.022326441,2,0.006886818,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Medium,Vertical,R,7.007,0.019367293,1.41E-02,0.005267293,2,0.006275247,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Medium,Vertical,L,0.026,7.22E-05,1.41E-02,-0.0140278,2,0.0127365,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Medium,Diagonal,R,15.051,0.037845623,1.41E-02,0.023745623,2,0.007922601,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Medium,Diagonal,L,6.01,0.012460382,1.41E-02,-0.001639618,2,0.008547521,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Long,Horizontal,R,0.026,4.52E-05,1.41E-02,-0.0140548,2,0.00256324,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Long,Horizontal,L,17.003,0.030306019,1.41E-02,0.016206019,2,0.014428041,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Long,Vertical,R,7.063,0.01258506,1.41E-02,-0.00151494,2,0.006724005,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,2,Long,Vertical,L,0.052,9.34E-05,1.41E-02,-0.0140066,2,0.012483689,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,2,Long,Diagonal,R,15.083,0.025233807,1.41E-02,0.011133807,2,0.003988707,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,2,Long,Diagonal,L,5.036,0.008151034,1.41E-02,-0.005948966,2,0.013841713,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Short,Horizontal,R,0.009,5.64E-05,1.41E-02,-0.0140436,2,0.011972012,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,3,Short,Horizontal,L,0.008,5.06E-05,1.41E-02,-0.0140494,2,0.008957675,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,2,3,Short,Vertical,R,2,0.012130126,1.41E-02,-0.001969874,2,0.00651071,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,3,Short,Vertical,L,1,0.006335716,1.41E-02,-0.007764284,2,0.006300176,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,1,3,Short,Diagonal,R,2.004,0.009648005,1.41E-02,-0.004451995,2,0.006270953,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Short,Diagonal,L,0.026,1.10E-04,1.41E-02,-0.01399,2,5.34E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Short,Horizontal,R,1,0.005611075,1.41E-02,-0.008488925,2,0.006482693,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Short,Horizontal,L,2.099,0.012927759,1.41E-02,-0.001172241,2,0.004202908,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Short,Vertical,R,0.019,1.19E-04,1.41E-02,-0.013981,2,4.99E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Short,Vertical,L,3.023,0.018717638,1.41E-02,0.004617638,2,2.65E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Short,Diagonal,R,1.005,0.004043324,1.41E-02,-0.010056676,2,0.002881477,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,1,3,Short,Diagonal,L,3.085,0.012254033,1.41E-02,-0.001845967,2,2.60E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Medium,Horizontal,R,5.013,0.0138769,1.41E-02,-0.0002231,2,0.002791317,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Medium,Horizontal,L,0.032,8.85E-05,1.41E-02,-0.0140115,2,0.00269872,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,2,3,Medium,Vertical,R,6.052,0.01668161,1.41E-02,0.00258161,2,1.98E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Medium,Vertical,L,0.032,8.96E-05,1.41E-02,-0.0140104,2,0.001901281,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Medium,Diagonal,R,12.076,0.028542402,1.41E-02,0.014442402,2,0.001937722,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,3,3,Medium,Diagonal,L,0.024,5.48E-05,1.41E-02,-0.0140452,2,0.001844569,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Long,Horizontal,R,12,0.021397889,1.41E-02,0.007297889,2,0.001870431,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Long,Horizontal,L,12.089,0.02155659,1.41E-02,0.00745659,2,0.003481981,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Long,Vertical,R,8.049,0.014340214,1.41E-02,0.000240214,2,0.001876358,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,3,Long,Vertical,L,7.094,0.012583375,1.41E-02,-0.001516625,2,7.49E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Long,Diagonal,R,0.043,7.18E-05,1.41E-02,-0.0140282,2,6.70E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,3,Long,Diagonal,L,0.027,4.63E-05,1.41E-02,-0.0140537,2,1.08E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Medium,Horizontal,R,14.044,0.039008703,1.41E-02,0.024908703,2,9.34E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Medium,Horizontal,L,10.099,0.028041961,1.41E-02,0.013941961,2,4.99E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Medium,Vertical,R,6.098,0.016837725,1.41E-02,0.002737725,2,6.27E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,3,Medium,Vertical,L,6,0.01665023,1.41E-02,0.00255023,2,7.29E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Medium,Diagonal,R,1.061,0.002604146,1.41E-02,-0.011495854,2,7.46E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Medium,Diagonal,L,8.037,0.017851979,1.41E-02,0.003751979,2,9.13E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Short,Horizontal,R,4.058,0.025166648,1.41E-02,0.011066648,2,1.31E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Short,Horizontal,L,0.088,5.39E-04,1.41E-02,-0.013561,2,1.21E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Short,Vertical,R,4.006,0.024713333,1.41E-02,0.010613333,2,9.17E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Short,Vertical,L,4.047,0.025253829,1.41E-02,0.011153829,2,1.26E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Short,Diagonal,R,3.024,0.012918713,1.41E-02,-0.001181287,2,1.01E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,3,Short,Diagonal,L,1.059,0.005454127,1.41E-02,-0.008645873,2,7.17E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Medium,Horizontal,R,0.021,5.72E-05,1.41E-02,-0.0140428,2,1.03E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,3,Medium,Horizontal,L,0.025,6.94E-05,1.41E-02,-0.0140306,2,8.23E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Medium,Vertical,R,8.05,0.022356885,1.41E-02,0.008256885,2,7.73E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Medium,Vertical,L,5.027,0.013963404,1.41E-02,-0.000136596,2,8.68E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Medium,Diagonal,R,5.005,0.010984624,1.41E-02,-0.003115376,2,1.33E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Medium,Diagonal,L,1.08,0.002616915,1.41E-02,-0.011483085,2,8.50E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,3,Long,Horizontal,R,3.077,0.005454979,1.41E-02,-0.008645021,2,1.52E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,3,Long,Horizontal,L,3.096,0.00552843,1.41E-02,-0.00857157,2,9.45E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Long,Vertical,R,0.054,9.52E-05,1.41E-02,-0.0140048,2,1.07E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,3,Long,Vertical,L,0.072,1.30E-04,1.41E-02,-0.01397,2,6.74E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,3,3,Long,Diagonal,R,0.063,1.06E-04,1.41E-02,-0.013994,2,1.16E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,3,Long,Diagonal,L,15.049,0.024087744,1.41E-02,0.009987744,2,9.16E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,3,Long,Horizontal,R,8.063,0.014396355,1.41E-02,0.000296355,2,1.20E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,3,Long,Horizontal,L,0.015,2.65E-05,1.41E-02,-0.0140735,2,9.88E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,2,3,Long,Vertical,R,4.081,0.007271172,1.41E-02,-0.006828828,2,1.00E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,3,Long,Vertical,L,7.062,0.012421938,1.41E-02,-0.001678062,2,8.60E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,1,3,Long,Diagonal,R,14.05,0.023329667,1.41E-02,0.009229667,2,8.49E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,3,Long,Diagonal,L,10,0.01582229,1.41E-02,0.00172229,2,9.57E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,1,4,Short,Horizontal,R,3.078,0.019123546,1.41E-02,0.005023546,2,5.86E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Short,Horizontal,L,1.02,0.006357146,1.41E-02,-0.007742854,2,1.11E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Short,Vertical,R,0.017,1.08E-04,1.41E-02,-0.013992,2,9.64E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Short,Vertical,L,5.003,0.031266307,1.41E-02,0.017166307,2,8.21E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Short,Diagonal,R,1.073,0.004088873,1.41E-02,-0.010011127,2,7.54E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Short,Diagonal,L,0.017,6.48E-05,1.41E-02,-0.0140352,2,0.006238947,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Medium,Horizontal,R,13.027,0.036179272,1.41E-02,0.022079272,2,5.80E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Medium,Horizontal,L,1.08,0.003007785,1.41E-02,-0.011092215,2,3.54E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Medium,Vertical,R,0.021,5.88E-05,1.41E-02,-0.0140412,2,1.15E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Medium,Vertical,L,9.058,0.025012558,1.41E-02,0.010912558,2,8.71E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Medium,Diagonal,R,6.031,0.014330146,1.41E-02,0.000230146,2,1.25E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Medium,Diagonal,L,0.043,9.13E-05,1.41E-02,-0.0140087,2,1.64E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Long,Horizontal,R,10.041,0.017859594,1.41E-02,0.003759594,2,0.001805261,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Long,Horizontal,L,4.076,0.007290181,1.41E-02,-0.006809819,2,9.50E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Long,Vertical,R,0.064,1.12E-04,1.41E-02,-0.013988,2,1.01E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Long,Vertical,L,9.07,0.016269798,1.41E-02,0.002169798,2,9.92E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Long,Diagonal,R,4.039,0.006886818,1.41E-02,-0.007213182,2,8.13E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Long,Diagonal,L,0.048,7.83E-05,1.41E-02,-0.0140217,2,1.59E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Short,Horizontal,R,3.086,0.019167332,1.41E-02,0.005067332,2,1.13E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Short,Horizontal,L,1.005,0.006275247,1.41E-02,-0.007824753,2,6.62E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,2,4,Short,Vertical,R,2.052,0.0127365,1.41E-02,-0.0013635,2,1.21E-04,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Short,Vertical,L,0.016,9.86E-05,1.41E-02,-0.0140014,2,7.28E-05,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Short,Diagonal,R,5.096,0.018677697,1.41E-02,0.004577697,2,8.90E-05,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Short,Diagonal,L,2.095,0.007922601,1.41E-02,-0.006177399,2,8.88E-05,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Medium,Horizontal,R,0.072,1.98E-04,1.41E-02,-0.013902,2,5.78E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
19,3,1,4,Medium,Horizontal,L,7.011,0.0192959,1.41E-02,0.0051959,2,2.06E-04,0.006195928,2.48E-03,5.74E-04,-3.72E-03
19,3,2,4,Medium,Vertical,R,3.07,0.008547521,1.41E-02,-0.005552479,2,0.006437902,0.006195928,2.48E-03,5.74E-04,-1.91E-03
19,3,3,4,Medium,Vertical,L,0.024,6.56E-05,1.41E-02,-0.0140344,2,5.25E-04,0.006195928,2.48E-03,5.74E-04,-5.62E-03
