Participant,Speeds-Count,Speed1,Block,Distance,Direction,LToR-or-RToL,Execution-time,Speed2
21,3,1,1,Medium,Diagonal,L,2.061,0.005080826
21,3,1,1,Long,Horizontal,R,2.042,0.003691403
21,3,1,1,Long,Horizontal,L,3.086,0.005529747
21,3,1,1,Long,Vertical,R,2.098,0.003719712
21,3,1,1,Long,Vertical,L,2.013,0.003594179
21,3,1,1,Long,Diagonal,R,2.04,0.003425766
21,3,1,1,Long,Diagonal,L,2.012,0.003386107
21,3,2,1,Short,Horizontal,R,0.092,5.78E-04
21,3,2,1,Short,Horizontal,L,0.033,2.06E-04
21,3,2,1,Short,Vertical,R,1.034,0.006437902
21,3,2,1,Short,Vertical,L,0.085,5.25E-04
21,3,2,1,Short,Diagonal,R,1.013,0.003953865
21,3,2,1,Short,Diagonal,L,0.088,3.93E-04
21,3,2,1,Medium,Horizontal,R,0.08,2.26E-04
21,3,2,1,Medium,Horizontal,L,1.038,0.002882622
21,3,2,1,Medium,Vertical,R,0.096,2.59E-04
21,3,2,1,Medium,Vertical,L,1.037,0.002937665
21,3,2,1,Medium,Diagonal,R,1.032,0.002418514
21,3,2,1,Medium,Diagonal,L,1.019,0.002578557
21,3,2,1,Long,Horizontal,R,1.028,0.001847953
21,3,2,1,Long,Horizontal,L,0.079,1.41E-04
21,3,2,1,Long,Vertical,R,1,0.001740118
21,3,2,1,Long,Vertical,L,1.005,0.001780133
21,3,2,1,Long,Diagonal,R,1,0.001646321
21,3,2,1,Long,Diagonal,L,0.084,1.42E-04
21,3,3,1,Short,Horizontal,R,0.043,2.72E-04
21,3,3,1,Short,Horizontal,L,0.023,1.40E-04
21,3,3,1,Short,Vertical,R,0.022,1.30E-04
21,3,3,1,Short,Vertical,L,0.019,1.22E-04
21,3,3,1,Short,Diagonal,R,0.017,7.84E-05
21,3,3,1,Short,Diagonal,L,0.013,6.54E-05
21,3,3,1,Medium,Horizontal,R,0.023,6.18E-05
21,3,3,1,Medium,Horizontal,L,0.033,9.24E-05
21,3,3,1,Medium,Vertical,R,0.03,8.31E-05
21,3,3,1,Medium,Vertical,L,0.025,7.00E-05
21,3,3,1,Medium,Diagonal,R,0.031,7.34E-05
21,3,3,1,Medium,Diagonal,L,0.031,8.06E-05
21,3,3,1,Long,Horizontal,R,0.037,6.63E-05
21,3,3,1,Long,Horizontal,L,0.046,8.20E-05
21,3,3,1,Long,Vertical,R,0.044,7.72E-05
21,3,3,1,Long,Vertical,L,0.031,5.46E-05
21,3,3,1,Long,Diagonal,R,0.04,6.45E-05
21,3,3,1,Long,Diagonal,L,0.057,9.69E-05
21,3,3,2,Short,Horizontal,R,0.016,9.94E-05
21,3,3,2,Short,Horizontal,L,0.018,1.15E-04
21,3,2,2,Short,Vertical,R,0.015,8.76E-05
21,3,2,2,Short,Vertical,L,0.02,1.25E-04
21,3,1,2,Short,Diagonal,R,0.016,7.09E-05
21,3,1,2,Short,Diagonal,L,0.011,5.68E-05
21,3,1,2,Short,Horizontal,R,0.015,9.00E-05
21,3,2,2,Short,Horizontal,L,0.019,1.18E-04
21,3,3,2,Short,Vertical,R,0.019,1.22E-04
21,3,1,2,Short,Vertical,L,0.014,8.59E-05
21,3,2,2,Short,Diagonal,R,0.024,1.01E-04
21,3,1,2,Short,Diagonal,L,0.008,4.34E-05
21,3,2,2,Medium,Horizontal,R,0.021,5.77E-05
21,3,3,2,Medium,Horizontal,L,0.024,6.75E-05
21,3,2,2,Medium,Vertical,R,0.032,8.56E-05
21,3,3,2,Medium,Vertical,L,0.037,1.03E-04
21,3,1,2,Medium,Diagonal,R,0.031,8.12E-05
21,3,3,2,Medium,Diagonal,L,0.034,8.70E-05
21,3,1,2,Long,Horizontal,R,0.048,8.53E-05
21,3,1,2,Long,Horizontal,L,0.048,8.59E-05
21,3,2,2,Long,Vertical,R,0.035,6.21E-05
21,3,2,2,Long,Vertical,L,0.038,6.65E-05
21,3,3,2,Long,Diagonal,R,0.04,6.91E-05
21,3,3,2,Long,Diagonal,L,0.035,5.83E-05
21,3,1,2,Medium,Horizontal,R,0.027,7.47E-05
21,3,1,2,Medium,Horizontal,L,0.026,7.07E-05
21,3,2,2,Medium,Vertical,R,0.025,6.70E-05
21,3,2,2,Medium,Vertical,L,0.038,1.05E-04
21,3,3,2,Medium,Diagonal,R,0.042,1.06E-04
21,3,1,2,Medium,Diagonal,L,0.047,1.20E-04
21,3,2,2,Short,Horizontal,R,0.018,1.08E-04
21,3,3,2,Short,Horizontal,L,0.016,1.03E-04
21,3,1,2,Short,Vertical,R,0.022,1.32E-04
21,3,1,2,Short,Vertical,L,0.019,1.19E-04
21,3,2,2,Short,Diagonal,R,0.02,1.13E-04
21,3,2,2,Short,Diagonal,L,0.012,6.20E-05
21,3,3,2,Medium,Horizontal,R,0.027,7.36E-05
21,3,3,2,Medium,Horizontal,L,0.056,1.56E-04
21,3,1,2,Medium,Vertical,R,0.035,9.78E-05
21,3,1,2,Medium,Vertical,L,0.042,1.16E-04
21,3,1,2,Medium,Diagonal,R,0.033,8.28E-05
21,3,2,2,Medium,Diagonal,L,0.033,8.61E-05
21,3,2,2,Long,Horizontal,R,0.047,8.44E-05
21,3,2,2,Long,Horizontal,L,0.063,1.13E-04
21,3,3,2,Long,Vertical,R,0.067,1.20E-04
21,3,3,2,Long,Vertical,L,0.052,9.39E-05
21,3,3,2,Long,Diagonal,R,0.06,9.96E-05
21,3,1,2,Long,Diagonal,L,0.072,1.24E-04
21,3,2,2,Long,Horizontal,R,0.047,8.36E-05
21,3,3,2,Long,Horizontal,L,0.08,1.43E-04
21,3,2,2,Long,Vertical,R,0.035,6.13E-05
21,3,2,2,Long,Vertical,L,0.045,8.07E-05
21,3,1,2,Long,Diagonal,R,0.044,7.39E-05
21,3,1,2,Long,Diagonal,L,0.048,8.24E-05
21,3,1,3,Short,Horizontal,R,1.027,0.006375808
21,3,2,3,Short,Horizontal,L,1.002,0.006283027
21,3,3,3,Short,Vertical,R,0.077,4.52E-04
21,3,1,3,Short,Vertical,L,1.054,0.006624216
21,3,2,3,Short,Diagonal,R,0.077,3.18E-04
21,3,3,3,Short,Diagonal,L,0.03,1.36E-04
21,3,1,3,Medium,Horizontal,R,1.078,0.002970294
21,3,2,3,Medium,Horizontal,L,0.075,2.07E-04
21,3,3,3,Medium,Vertical,R,0.045,1.27E-04
21,3,1,3,Medium,Vertical,L,2.053,0.005601163
21,3,2,3,Medium,Diagonal,R,1.011,0.002360887
21,3,3,3,Medium,Diagonal,L,0.056,1.40E-04
21,3,1,3,Long,Horizontal,R,2.012,0.003579114
21,3,2,3,Long,Horizontal,L,0.099,1.78E-04
21,3,3,3,Long,Vertical,R,0.037,6.68E-05
21,3,1,3,Long,Vertical,L,2.031,0.003625809
21,3,2,3,Long,Diagonal,R,0.058,9.42E-05
21,3,3,3,Long,Diagonal,L,0.041,6.96E-05
21,3,1,3,Short,Horizontal,R,0.085,5.20E-04
21,3,2,3,Short,Horizontal,L,0.037,2.34E-04
21,3,2,3,Short,Vertical,R,0.065,4.14E-04
21,3,3,3,Short,Vertical,L,0.024,1.50E-04
21,3,1,3,Short,Diagonal,R,1.081,0.004478966
21,3,2,3,Short,Diagonal,L,0.093,4.69E-04
21,3,3,3,Medium,Horizontal,R,0.03,8.22E-05
21,3,1,3,Medium,Horizontal,L,0.049,1.38E-04
21,3,2,3,Medium,Vertical,R,0.075,2.02E-04
21,3,3,3,Medium,Vertical,L,0.027,7.46E-05
21,3,1,3,Medium,Diagonal,R,2.062,0.004619175
21,3,2,3,Medium,Diagonal,L,1.006,0.002491122
21,3,3,3,Long,Horizontal,R,0.055,9.79E-05
21,3,1,3,Long,Horizontal,L,2.019,0.003591072
21,3,2,3,Long,Vertical,R,1.013,0.001799923
21,3,3,3,Long,Vertical,L,0.054,9.47E-05
21,3,1,3,Long,Diagonal,R,2.006,0.003274065
21,3,2,3,Long,Diagonal,L,0.079,1.39E-04
21,3,3,3,Short,Horizontal,R,0.019,1.17E-04
21,3,1,3,Short,Horizontal,L,2.067,0.012517391
21,3,2,3,Short,Vertical,R,0.065,4.08E-04
21,3,3,3,Short,Vertical,L,0.025,1.52E-04
21,3,1,3,Short,Diagonal,R,1.084,0.003388675
21,3,2,3,Short,Diagonal,L,0.074,3.93E-04
21,3,3,3,Medium,Horizontal,R,1.003,0.002798523
21,3,1,3,Medium,Horizontal,L,2.035,0.005655899
21,3,2,3,Medium,Vertical,R,1.006,0.002778486
21,3,3,3,Medium,Vertical,L,0.06,1.64E-04
21,3,1,3,Medium,Diagonal,R,1.043,0.002452157
21,3,2,3,Medium,Diagonal,L,0.067,1.69E-04
21,3,3,3,Long,Horizontal,R,0.056,9.95E-05
21,3,1,3,Long,Horizontal,L,2.017,0.003648237
21,3,2,3,Long,Vertical,R,0.088,1.56E-04
21,3,3,3,Long,Vertical,L,0.041,7.20E-05
21,3,1,3,Long,Diagonal,R,1.065,0.00186997
21,3,2,3,Long,Diagonal,L,1.021,0.001769519
21,3,3,4,Short,Horizontal,R,0.019,1.14E-04
21,3,3,4,Short,Horizontal,L,0.02,1.26E-04
21,3,2,4,Short,Vertical,R,0.047,2.93E-04
21,3,2,4,Short,Vertical,L,0.063,3.83E-04
21,3,1,4,Short,Diagonal,R,1.078,0.00518431
21,3,1,4,Short,Diagonal,L,1.01,0.00522734
21,3,1,4,Short,Horizontal,R,1.062,0.006104557
21,3,2,4,Short,Horizontal,L,0.05,3.09E-04
21,3,3,4,Short,Vertical,R,0.029,1.83E-04
21,3,1,4,Short,Vertical,L,0.085,5.37E-04
21,3,2,4,Short,Diagonal,R,1.014,0.00463381
21,3,1,4,Short,Diagonal,L,1.022,0.005738314
21,3,2,4,Medium,Horizontal,R,0.071,1.99E-04
21,3,3,4,Medium,Horizontal,L,0.052,1.44E-04
21,3,2,4,Medium,Vertical,R,0.093,2.57E-04
21,3,3,4,Medium,Vertical,L,0.038,1.03E-04
21,3,1,4,Medium,Diagonal,R,2.005,0.005395363
21,3,3,4,Medium,Diagonal,L,0.034,8.86E-05
21,3,1,4,Long,Horizontal,R,1.032,0.001841023
21,3,1,4,Long,Horizontal,L,1.011,0.001761985
21,3,2,4,Long,Vertical,R,0.079,1.41E-04
21,3,2,4,Long,Vertical,L,1,0.001760026
21,3,3,4,Long,Diagonal,R,0.052,8.40E-05
21,3,3,4,Long,Diagonal,L,0.046,7.96E-05
21,3,1,4,Medium,Horizontal,R,0.08,2.24E-04
21,3,1,4,Medium,Horizontal,L,1.031,0.002820427
21,3,2,4,Medium,Vertical,R,1.007,0.002771068
21,3,2,4,Medium,Vertical,L,0.06,1.65E-04
21,3,3,4,Medium,Diagonal,R,0.049,1.18E-04
21,3,1,4,Medium,Diagonal,L,1.046,0.002756356
21,3,2,4,Short,Horizontal,R,0.046,2.75E-04
21,3,3,4,Short,Horizontal,L,0.025,1.51E-04
21,3,1,4,Short,Vertical,R,0.016,9.80E-05
21,3,1,4,Short,Vertical,L,1.012,0.00609318
21,3,2,4,Short,Diagonal,R,0.061,2.38E-04
21,3,2,4,Short,Diagonal,L,1.012,0.005373106
21,3,3,4,Medium,Horizontal,R,0.04,1.09E-04
21,3,3,4,Medium,Horizontal,L,0.07,1.96E-04
21,3,1,4,Medium,Vertical,R,3.003,0.008358549
21,3,1,4,Medium,Vertical,L,1.094,0.003088018
21,3,1,4,Medium,Diagonal,R,2.068,0.004740066
21,3,2,4,Medium,Diagonal,L,1.036,0.002734642
21,3,2,4,Long,Horizontal,R,1.029,0.001822084
21,3,2,4,Long,Horizontal,L,1.032,0.0018224
21,3,3,4,Long,Vertical,R,0.037,6.60E-05
21,3,3,4,Long,Vertical,L,0.047,8.35E-05
21,3,3,4,Long,Diagonal,R,0.052,8.69E-05
21,3,1,4,Long,Diagonal,L,2.028,0.003547401
21,3,2,4,Long,Horizontal,R,1.023,0.001833227
21,3,3,4,Long,Horizontal,L,0.056,1.00E-04
21,3,2,4,Long,Vertical,R,1.006,0.001792768
21,3,2,4,Long,Vertical,L,0.083,1.49E-04
21,3,1,4,Long,Diagonal,R,1.091,0.001920793
21,3,1,4,Long,Diagonal,L,4.01,0.007008551
22,3,1,1,Short,Horizontal,R,0.026,1.63E-04
22,3,1,1,Short,Horizontal,L,0.028,1.76E-04
22,3,1,1,Short,Vertical,R,0.031,1.93E-04
22,3,1,1,Short,Vertical,L,0.043,2.61E-04
22,3,1,1,Short,Diagonal,R,0.052,1.96E-04
22,3,1,1,Short,Diagonal,L,0.072,2.71E-04
22,3,1,1,Medium,Horizontal,R,1.06,0.002928702
22,3,1,1,Medium,Horizontal,L,1.08,0.002999988
22,3,1,1,Medium,Vertical,R,2.021,0.005618986
22,3,1,1,Medium,Vertical,L,2.03,0.005654574
22,3,1,1,Medium,Diagonal,R,1.086,0.002399451
22,3,1,1,Medium,Diagonal,L,1.045,0.002567444
22,3,1,1,Long,Horizontal,R,2.022,0.003610104
22,3,1,1,Long,Horizontal,L,2.096,0.003726247
22,3,1,1,Long,Vertical,R,2.063,0.003632037
22,3,1,1,Long,Vertical,L,3.019,0.005387971
22,3,1,1,Long,Diagonal,R,2.039,0.003320843
22,3,1,1,Long,Diagonal,L,3.032,0.005141014
22,3,2,1,Short,Horizontal,R,0.027,1.67E-04
22,3,2,1,Short,Horizontal,L,0.028,1.71E-04
22,3,2,1,Short,Vertical,R,0.029,1.82E-04
22,3,2,1,Short,Vertical,L,0.045,2.86E-04
22,3,2,1,Short,Diagonal,R,0.052,2.20E-04
22,3,2,1,Short,Diagonal,L,0.057,2.50E-04
22,3,2,1,Medium,Horizontal,R,0.044,1.21E-04
22,3,2,1,Medium,Horizontal,L,0.059,1.62E-04
22,3,2,1,Medium,Vertical,R,0.041,1.16E-04
22,3,2,1,Medium,Vertical,L,0.043,1.21E-04
22,3,2,1,Medium,Diagonal,R,0.051,1.16E-04
22,3,2,1,Medium,Diagonal,L,0.054,1.28E-04
22,3,2,1,Long,Horizontal,R,0.048,8.58E-05
22,3,2,1,Long,Horizontal,L,0.052,9.16E-05
22,3,2,1,Long,Vertical,R,0.069,1.23E-04
22,3,2,1,Long,Vertical,L,0.061,1.10E-04
22,3,2,1,Long,Diagonal,R,0.058,9.63E-05
22,3,2,1,Long,Diagonal,L,0.042,7.12E-05
22,3,3,1,Short,Horizontal,R,0.011,6.96E-05
22,3,3,1,Short,Horizontal,L,0.02,1.23E-04
22,3,3,1,Short,Vertical,R,0.011,6.63E-05
22,3,3,1,Short,Vertical,L,0.011,7.00E-05
22,3,3,1,Short,Diagonal,R,0.023,9.71E-05
22,3,3,1,Short,Diagonal,L,0.015,6.22E-05
22,3,3,1,Medium,Horizontal,R,5.004,0.014643728
22,3,3,1,Medium,Horizontal,L,0.019,5.28E-05
22,3,3,1,Medium,Vertical,R,0.021,5.88E-05
22,3,3,1,Medium,Vertical,L,0.059,1.65E-04
22,3,3,1,Medium,Diagonal,R,0.036,9.07E-05
22,3,3,1,Medium,Diagonal,L,0.038,8.53E-05
22,3,3,1,Long,Horizontal,R,0.062,1.11E-04
22,3,3,1,Long,Horizontal,L,0.015,2.68E-05
22,3,3,1,Long,Vertical,R,0.04,7.05E-05
22,3,3,1,Long,Vertical,L,0.031,5.59E-05
22,3,3,1,Long,Diagonal,R,0.068,1.05E-04
22,3,3,1,Long,Diagonal,L,1.018,0.001679189
22,3,1,2,Short,Horizontal,R,0.026,1.67E-04
22,3,2,2,Short,Horizontal,L,0.011,6.87E-05
22,3,3,2,Short,Vertical,R,1.067,0.006245322
22,3,1,2,Short,Vertical,L,0.049,2.98E-04
22,3,2,2,Short,Diagonal,R,0.023,9.25E-05
22,3,3,2,Short,Diagonal,L,0.006,2.53E-05
22,3,1,2,Medium,Horizontal,R,1.015,0.002812077
22,3,2,2,Medium,Horizontal,L,0.03,8.42E-05
22,3,3,2,Medium,Vertical,R,0.011,2.98E-05
22,3,1,2,Medium,Vertical,L,1.009,0.002802605
22,3,2,2,Medium,Diagonal,R,0.036,8.81E-05
22,3,3,2,Medium,Diagonal,L,0.088,1.98E-04
22,3,1,2,Long,Horizontal,R,1,0.001789863
22,3,2,2,Long,Horizontal,L,0.041,7.26E-05
22,3,3,2,Long,Vertical,R,0.065,1.16E-04
22,3,1,2,Long,Vertical,L,1.087,0.001926503
22,3,2,2,Long,Diagonal,R,1.023,0.001620008
22,3,3,2,Long,Diagonal,L,2.002,0.003275337
22,3,1,2,Short,Horizontal,R,1.01,0.00633668
22,3,2,2,Short,Horizontal,L,0.098,6.10E-04
22,3,2,2,Short,Vertical,R,0.023,1.43E-04
22,3,3,2,Short,Vertical,L,0.009,5.24E-05
22,3,1,2,Short,Diagonal,R,0.047,2.23E-04
22,3,2,2,Short,Diagonal,L,0.022,8.29E-05
22,3,3,2,Medium,Horizontal,R,1.006,0.002940716
22,3,1,2,Medium,Horizontal,L,0.017,4.63E-05
22,3,2,2,Medium,Vertical,R,0.043,1.18E-04
22,3,3,2,Medium,Vertical,L,0.018,4.95E-05
22,3,1,2,Medium,Diagonal,R,0.028,6.73E-05
22,3,2,2,Medium,Diagonal,L,0.088,1.95E-04
22,3,3,2,Long,Horizontal,R,0.012,2.06E-05
22,3,1,2,Long,Horizontal,L,1.094,0.001957016
22,3,2,2,Long,Vertical,R,0.076,1.35E-04
22,3,3,2,Long,Vertical,L,0.014,2.36E-05
22,3,1,2,Long,Diagonal,R,2.072,0.003219904
22,3,2,2,Long,Diagonal,L,0.059,9.62E-05
22,3,3,2,Short,Horizontal,R,0.004,2.03E-05
22,3,1,2,Short,Horizontal,L,1.03,0.00664295
22,3,2,2,Short,Vertical,R,0.073,4.56E-04
22,3,3,2,Short,Vertical,L,0.009,5.44E-05
22,3,1,2,Short,Diagonal,R,2.027,0.007150635
22,3,2,2,Short,Diagonal,L,0.051,1.78E-04
22,3,3,2,Medium,Horizontal,R,0.012,3.33E-05
22,3,1,2,Medium,Horizontal,L,1.091,0.003029983
22,3,2,2,Medium,Vertical,R,0.094,2.62E-04
22,3,3,2,Medium,Vertical,L,0.016,4.38E-05
22,3,1,2,Medium,Diagonal,R,2.054,0.004868447
22,3,2,2,Medium,Diagonal,L,0.048,1.09E-04
22,3,3,2,Long,Horizontal,R,0.036,6.25E-05
22,3,1,2,Long,Horizontal,L,2.053,0.003672342
22,3,2,2,Long,Vertical,R,0.055,9.73E-05
22,3,3,2,Long,Vertical,L,0.03,5.22E-05
22,3,1,2,Long,Diagonal,R,4.063,0.00648475
22,3,2,2,Long,Diagonal,L,1.019,0.001661265
22,3,3,3,Short,Horizontal,R,0.005,2.77E-05
22,3,3,3,Short,Horizontal,L,0.018,1.12E-04
22,3,2,3,Short,Vertical,R,0.094,5.89E-04
22,3,2,3,Short,Vertical,L,0.06,3.72E-04
22,3,1,3,Short,Diagonal,R,2.044,0.007025383
22,3,1,3,Short,Diagonal,L,1.018,0.004968278
22,3,1,3,Short,Horizontal,R,1.053,0.006515785
22,3,2,3,Short,Horizontal,L,0.055,3.44E-04
22,3,3,3,Short,Vertical,R,0.011,6.85E-05
22,3,1,3,Short,Vertical,L,1.052,0.006568717
22,3,2,3,Short,Diagonal,R,0.044,1.79E-04
22,3,1,3,Short,Diagonal,L,2.004,0.007734627
22,3,2,3,Medium,Horizontal,R,0.084,2.33E-04
22,3,3,3,Medium,Horizontal,L,0.023,6.24E-05
22,3,2,3,Medium,Vertical,R,1.067,0.002963477
22,3,3,3,Medium,Vertical,L,0.024,6.64E-05
22,3,1,3,Medium,Diagonal,R,2.018,0.004434897
22,3,3,3,Medium,Diagonal,L,0.048,1.07E-04
22,3,1,3,Long,Horizontal,R,2.085,0.00372923
22,3,1,3,Long,Horizontal,L,2.085,0.003633789
22,3,2,3,Long,Vertical,R,0.073,1.31E-04
22,3,2,3,Long,Vertical,L,0.095,1.69E-04
22,3,3,3,Long,Diagonal,R,0.015,2.55E-05
22,3,3,3,Long,Diagonal,L,0.099,1.75E-04
22,3,1,3,Medium,Horizontal,R,2.004,0.005566473
22,3,1,3,Medium,Horizontal,L,2.057,0.005705947
22,3,2,3,Medium,Vertical,R,1.012,0.002802453
22,3,2,3,Medium,Vertical,L,1.032,0.002819672
22,3,3,3,Medium,Diagonal,R,0.039,8.72E-05
22,3,1,3,Medium,Diagonal,L,0.031,7.57E-05
22,3,2,3,Short,Horizontal,R,0.03,1.83E-04
22,3,3,3,Short,Horizontal,L,0.03,1.90E-04
22,3,1,3,Short,Vertical,R,2.052,0.012812744
22,3,1,3,Short,Vertical,L,2.022,0.012497683
22,3,2,3,Short,Diagonal,R,1.098,0.003930438
22,3,2,3,Short,Diagonal,L,1.046,0.004123835
22,3,3,3,Medium,Horizontal,R,0.015,3.98E-05
22,3,3,3,Medium,Horizontal,L,0.037,1.02E-04
22,3,1,3,Medium,Vertical,R,4.032,0.011195682
22,3,1,3,Medium,Vertical,L,3.04,0.008284855
22,3,1,3,Medium,Diagonal,R,3.096,0.006770161
22,3,2,3,Medium,Diagonal,L,0.038,9.10E-05
22,3,2,3,Long,Horizontal,R,1.098,0.001956896
22,3,2,3,Long,Horizontal,L,1.045,0.001865926
22,3,3,3,Long,Vertical,R,0.031,5.54E-05
22,3,3,3,Long,Vertical,L,0.044,7.72E-05
22,3,3,3,Long,Diagonal,R,0.049,7.69E-05
22,3,1,3,Long,Diagonal,L,2.088,0.00346291
22,3,2,3,Long,Horizontal,R,1.046,0.00185774
22,3,3,3,Long,Horizontal,L,0.02,3.56E-05
22,3,2,3,Long,Vertical,R,3.072,0.005485286
22,3,2,3,Long,Vertical,L,3.043,0.005266969
22,3,1,3,Long,Diagonal,R,4.079,0.006440158
22,3,1,3,Long,Diagonal,L,3.061,0.004983016
22,3,1,4,Short,Horizontal,R,1.009,0.00630428
22,3,2,4,Short,Horizontal,L,0.065,4.06E-04
22,3,3,4,Short,Vertical,R,0.008,4.64E-05
22,3,1,4,Short,Vertical,L,1.043,0.006500493
22,3,2,4,Short,Diagonal,R,0.062,2.23E-04
22,3,3,4,Short,Diagonal,L,0.022,9.42E-05
22,3,1,4,Medium,Horizontal,R,0.05,1.40E-04
22,3,2,4,Medium,Horizontal,L,0.074,2.05E-04
22,3,3,4,Medium,Vertical,R,0.051,1.40E-04
22,3,1,4,Medium,Vertical,L,2.044,0.005642191
22,3,2,4,Medium,Diagonal,R,1.02,0.002256632
22,3,3,4,Medium,Diagonal,L,0.026,6.32E-05
22,3,1,4,Long,Horizontal,R,3.044,0.005435012
22,3,2,4,Long,Horizontal,L,1.055,0.001902548
22,3,3,4,Long,Vertical,R,0.03,5.36E-05
22,3,1,4,Long,Vertical,L,2.051,0.003652723
22,3,2,4,Long,Diagonal,R,1.065,0.001700965
22,3,3,4,Long,Diagonal,L,0.033,5.50E-05
22,3,1,4,Short,Horizontal,R,2.038,0.012618772
22,3,2,4,Short,Horizontal,L,0.067,4.06E-04
22,3,2,4,Short,Vertical,R,1.04,0.006493788
22,3,3,4,Short,Vertical,L,0.009,5.32E-05
22,3,1,4,Short,Diagonal,R,2.093,0.007648473
22,3,2,4,Short,Diagonal,L,0.092,3.16E-04
22,3,3,4,Medium,Horizontal,R,0.024,6.49E-05
22,3,1,4,Medium,Horizontal,L,2.094,0.005777898
22,3,2,4,Medium,Vertical,R,2.025,0.005622831
22,3,3,4,Medium,Vertical,L,0.017,4.57E-05
22,3,1,4,Medium,Diagonal,R,2.064,0.004647894
22,3,2,4,Medium,Diagonal,L,2.018,0.00457912
22,3,3,4,Long,Horizontal,R,0.035,6.25E-05
22,3,1,4,Long,Horizontal,L,4.048,0.007197369
22,3,2,4,Long,Vertical,R,3.021,0.005394565
22,3,3,4,Long,Vertical,L,0.041,7.31E-05
22,3,1,4,Long,Diagonal,R,3.041,0.00470034
22,3,2,4,Long,Diagonal,L,0.065,1.05E-04
22,3,3,4,Short,Horizontal,R,0.034,2.15E-04
22,3,1,4,Short,Horizontal,L,1.098,0.006793587
22,3,2,4,Short,Vertical,R,0.039,2.35E-04
22,3,3,4,Short,Vertical,L,0.018,1.07E-04
22,3,1,4,Short,Diagonal,R,2.033,0.007234875
22,3,2,4,Short,Diagonal,L,1.003,0.004323276
22,3,3,4,Medium,Horizontal,R,0.031,8.81E-05
22,3,1,4,Medium,Horizontal,L,3.025,0.0083539
22,3,2,4,Medium,Vertical,R,2.056,0.005686571
22,3,3,4,Medium,Vertical,L,0.055,1.50E-04
22,3,1,4,Medium,Diagonal,R,2.087,0.004606884
22,3,2,4,Medium,Diagonal,L,1.032,0.00225284
22,3,3,4,Long,Horizontal,R,0.055,9.82E-05
22,3,1,4,Long,Horizontal,L,2.05,0.003662619
22,3,2,4,Long,Vertical,R,2.056,0.003661535
22,3,3,4,Long,Vertical,L,0.038,6.78E-05
22,3,1,4,Long,Diagonal,R,3.014,0.004671139
22,3,2,4,Long,Diagonal,L,1.017,0.0016961
23,3,1,1,Short,Horizontal,R,3.043,0.018877331
23,3,1,1,Short,Horizontal,L,0.04,2.52E-04
23,3,1,1,Short,Vertical,R,1.021,0.006740339
23,3,1,1,Short,Vertical,L,0.033,1.98E-04
23,3,1,1,Short,Diagonal,R,0.063,2.54E-04
23,3,1,1,Short,Diagonal,L,0.058,3.33E-04
23,3,1,1,Medium,Horizontal,R,0.012,3.33E-05
23,3,1,1,Medium,Horizontal,L,0.053,1.47E-04
23,3,1,1,Medium,Vertical,R,0.029,8.01E-05
23,3,1,1,Medium,Vertical,L,0.031,8.56E-05
23,3,1,1,Medium,Diagonal,R,0.06,1.45E-04
23,3,1,1,Medium,Diagonal,L,0.041,1.07E-04
23,3,1,1,Long,Horizontal,R,0.05,8.92E-05
23,3,1,1,Long,Horizontal,L,0.044,7.86E-05
23,3,1,1,Long,Vertical,R,0.038,6.73E-05
23,3,1,1,Long,Vertical,L,0.052,9.27E-05
23,3,1,1,Long,Diagonal,R,0.05,8.67E-05
23,3,1,1,Long,Diagonal,L,0.058,9.75E-05
23,3,2,1,Short,Horizontal,R,0.017,1.04E-04
23,3,2,1,Short,Horizontal,L,1.002,0.007051968
23,3,2,1,Short,Vertical,R,0.029,1.81E-04
23,3,2,1,Short,Vertical,L,0.016,9.82E-05
23,3,2,1,Short,Diagonal,R,0.017,6.69E-05
23,3,2,1,Short,Diagonal,L,1.036,0.004590682
23,3,2,1,Medium,Horizontal,R,0.009,2.44E-05
23,3,2,1,Medium,Horizontal,L,0.026,7.22E-05
23,3,2,1,Medium,Vertical,R,0.015,4.10E-05
23,3,2,1,Medium,Vertical,L,0.025,6.75E-05
23,3,2,1,Medium,Diagonal,R,0.022,5.38E-05
23,3,2,1,Medium,Diagonal,L,0.024,5.79E-05
23,3,2,1,Long,Horizontal,R,1.036,0.001865574
23,3,2,1,Long,Horizontal,L,0.036,6.35E-05
23,3,2,1,Long,Vertical,R,1.002,0.001828358
23,3,2,1,Long,Vertical,L,0.033,5.86E-05
23,3,2,1,Long,Diagonal,R,0.03,5.01E-05
23,3,2,1,Long,Diagonal,L,1.008,0.001708119
23,3,3,1,Short,Horizontal,R,0.09,5.97E-04
23,3,3,1,Short,Horizontal,L,0.008,5.23E-05
23,3,3,1,Short,Vertical,R,0.052,3.42E-04
23,3,3,1,Short,Vertical,L,0.009,5.53E-05
23,3,3,1,Short,Diagonal,R,0.05,2.61E-04
23,3,3,1,Short,Diagonal,L,0.021,8.12E-05
23,3,3,1,Medium,Horizontal,R,1.025,0.003184366
23,3,3,1,Medium,Horizontal,L,0.07,1.94E-04
23,3,3,1,Medium,Vertical,R,0.038,1.09E-04
23,3,3,1,Medium,Vertical,L,0.013,3.60E-05
23,3,3,1,Medium,Diagonal,R,0.021,5.28E-05
23,3,3,1,Medium,Diagonal,L,0.022,5.71E-05
23,3,3,1,Long,Horizontal,R,0.019,3.24E-05
