Participant,Speeds-Count,Speed1,Block,Distance,Direction,LToR-or-RToL,Execution-time,Speed2
34,4,3,2,Medium,Horizontal,R,0.029,8.06E-05
34,4,4,2,Medium,Horizontal,L,0.068,1.85E-04
34,4,4,2,Short,Horizontal,R,0.055,3.53E-04
34,4,4,2,Short,Horizontal,L,0.007,4.38E-05
34,4,1,2,Short,Vertical,R,0.059,3.56E-04
34,4,1,2,Short,Vertical,L,0.029,1.81E-04
34,4,2,2,Short,Diagonal,R,0.054,2.22E-04
34,4,2,2,Short,Diagonal,L,0.025,1.28E-04
34,4,1,2,Medium,Horizontal,R,1.011,0.002843603
34,4,1,2,Medium,Horizontal,L,0.041,1.16E-04
34,4,2,2,Medium,Vertical,R,0.056,1.55E-04
34,4,2,2,Medium,Vertical,L,0.059,1.63E-04
34,4,3,2,Medium,Diagonal,R,0.033,8.65E-05
34,4,3,2,Medium,Diagonal,L,0.021,5.40E-05
34,4,4,2,Long,Horizontal,R,1.015,0.001706943
34,4,4,2,Long,Horizontal,L,0.034,6.06E-05
34,4,1,2,Long,Vertical,R,0.085,1.51E-04
34,4,1,2,Long,Vertical,L,0.091,1.62E-04
34,4,1,2,Long,Diagonal,R,1.011,0.001637952
34,4,1,2,Long,Diagonal,L,1.03,0.001657822
34,4,2,2,Medium,Vertical,R,0.048,1.30E-04
34,4,2,2,Medium,Vertical,L,0.066,1.86E-04
34,4,2,2,Medium,Diagonal,R,0.081,1.92E-04
34,4,2,2,Medium,Diagonal,L,0.055,1.30E-04
34,4,2,2,Short,Horizontal,R,0.038,2.36E-04
34,4,3,2,Short,Horizontal,L,0.028,1.71E-04
34,4,3,2,Short,Vertical,R,0.016,9.86E-05
34,4,3,2,Short,Vertical,L,0.017,1.09E-04
34,4,3,2,Short,Diagonal,R,0.021,8.46E-05
34,4,4,2,Short,Diagonal,L,0.015,6.89E-05
34,4,4,2,Medium,Horizontal,R,0.012,3.17E-05
34,4,4,2,Medium,Horizontal,L,0.016,4.26E-05
34,4,4,2,Medium,Vertical,R,0.019,5.29E-05
34,4,2,2,Medium,Vertical,L,0.064,1.77E-04
34,4,4,2,Medium,Diagonal,R,0.008,1.79E-05
34,4,1,2,Medium,Diagonal,L,0.062,1.45E-04
34,4,3,2,Long,Horizontal,R,0.092,1.73E-04
34,4,4,2,Long,Horizontal,L,0.056,9.92E-05
34,4,3,2,Long,Vertical,R,0.052,9.25E-05
34,4,2,2,Long,Vertical,L,0.068,1.21E-04
34,4,1,2,Long,Diagonal,R,0.072,1.21E-04
34,4,1,2,Long,Diagonal,L,0.06,1.04E-04
34,4,2,2,Long,Horizontal,R,0.037,6.64E-05
34,4,3,2,Long,Horizontal,L,0.059,1.06E-04
34,4,4,2,Long,Vertical,R,0.014,2.44E-05
34,4,1,2,Long,Vertical,L,1,0.001791882
34,4,2,2,Long,Diagonal,R,1.01,0.001751644
34,4,3,2,Long,Diagonal,L,0.042,6.99E-05
34,4,1,3,Short,Horizontal,R,0.018,1.10E-04
34,4,2,3,Short,Horizontal,L,0.028,1.75E-04
34,4,3,3,Short,Vertical,R,0.014,8.46E-05
34,4,4,3,Short,Vertical,L,0.009,5.32E-05
34,4,1,3,Short,Diagonal,R,0.049,2.60E-04
34,4,2,3,Short,Diagonal,L,0.028,1.28E-04
34,4,3,3,Medium,Horizontal,R,0.019,5.13E-05
34,4,4,3,Medium,Horizontal,L,0.052,1.48E-04
34,4,1,3,Medium,Vertical,R,0.071,1.96E-04
34,4,2,3,Medium,Vertical,L,0.059,1.62E-04
34,4,3,3,Medium,Diagonal,R,0.023,5.78E-05
34,4,4,3,Medium,Diagonal,L,0.058,1.41E-04
34,4,1,3,Long,Horizontal,R,1.019,0.00181964
34,4,2,3,Long,Horizontal,L,0.07,1.25E-04
34,4,3,3,Long,Vertical,R,0.039,6.95E-05
34,4,4,3,Long,Vertical,L,0.021,3.73E-05
34,4,1,3,Long,Diagonal,R,1.003,0.001683109
34,4,2,3,Long,Diagonal,L,0.07,1.19E-04
34,4,3,3,Short,Horizontal,R,0.012,7.49E-05
34,4,4,3,Short,Horizontal,L,0.011,6.47E-05
34,4,1,3,Short,Vertical,R,0.055,3.37E-04
34,4,2,3,Short,Vertical,L,0.02,1.27E-04
34,4,3,3,Short,Diagonal,R,0.026,8.89E-05
34,4,4,3,Short,Diagonal,L,0.019,6.52E-05
34,4,1,3,Medium,Horizontal,R,0.052,1.44E-04
34,4,2,3,Medium,Horizontal,L,0.032,8.84E-05
34,4,3,3,Medium,Vertical,R,0.033,9.29E-05
34,4,4,3,Medium,Vertical,L,0.015,4.15E-05
34,4,1,3,Medium,Diagonal,R,0.055,1.32E-04
34,4,2,3,Medium,Diagonal,L,1,0.002548948
34,4,3,3,Long,Horizontal,R,0.035,6.22E-05
34,4,4,3,Long,Horizontal,L,0.02,3.54E-05
34,4,1,3,Long,Vertical,R,1.032,0.001842784
34,4,2,3,Long,Vertical,L,0.068,1.21E-04
34,4,3,3,Long,Diagonal,R,0.04,6.74E-05
34,4,4,3,Long,Diagonal,L,0.067,1.13E-04
34,4,1,3,Short,Horizontal,R,0.032,1.94E-04
34,4,2,3,Short,Horizontal,L,0.018,1.10E-04
34,4,3,3,Short,Vertical,R,0.008,4.90E-05
34,4,4,3,Short,Vertical,L,0.004,2.07E-05
34,4,1,3,Short,Diagonal,R,0.055,2.30E-04
34,4,2,3,Short,Diagonal,L,0.02,9.93E-05
34,4,3,3,Medium,Horizontal,R,0.019,5.24E-05
34,4,4,3,Medium,Horizontal,L,0.041,1.09E-04
34,4,1,3,Medium,Vertical,R,0.075,2.02E-04
34,4,2,3,Medium,Vertical,L,0.044,1.21E-04
34,4,3,3,Medium,Diagonal,R,0.016,4.15E-05
34,4,4,3,Medium,Diagonal,L,0.017,4.06E-05
34,4,1,3,Long,Horizontal,R,1.023,0.001822484
34,4,2,3,Long,Horizontal,L,0.059,1.05E-04
34,4,3,3,Long,Vertical,R,0.025,4.44E-05
34,4,4,3,Long,Vertical,L,0.015,2.65E-05
34,4,1,3,Long,Diagonal,R,0.092,1.56E-04
34,4,2,3,Long,Diagonal,L,0.064,1.06E-04
34,4,3,3,Short,Horizontal,R,1.026,0.007542283
34,4,4,3,Short,Horizontal,L,1.032,0.005732979
34,4,1,3,Short,Vertical,R,0.055,3.50E-04
34,4,2,3,Short,Vertical,L,0.015,8.93E-05
34,4,3,3,Short,Diagonal,R,0.019,7.82E-05
34,4,4,3,Short,Diagonal,L,0.009,3.63E-05
34,4,1,3,Medium,Horizontal,R,0.077,2.17E-04
34,4,2,3,Medium,Horizontal,L,0.052,1.41E-04
34,4,3,3,Medium,Vertical,R,0.029,7.92E-05
34,4,4,3,Medium,Vertical,L,0.066,2.04E-04
34,4,1,3,Medium,Diagonal,R,0.069,1.69E-04
34,4,2,3,Medium,Diagonal,L,0.034,8.43E-05
34,4,3,3,Long,Horizontal,R,0.056,9.94E-05
34,4,4,3,Long,Horizontal,L,0.058,1.05E-04
34,4,1,3,Long,Vertical,R,0.09,1.60E-04
34,4,2,3,Long,Vertical,L,0.083,1.48E-04
34,4,3,3,Long,Diagonal,R,0.041,6.97E-05
34,4,4,3,Long,Diagonal,L,0.052,8.77E-05
34,4,4,4,Short,Horizontal,R,2.008,0.015446154
34,4,3,4,Short,Horizontal,L,0.015,9.30E-05
34,4,2,4,Short,Vertical,R,0.025,1.54E-04
34,4,1,4,Short,Vertical,L,0.027,1.71E-04
34,4,2,4,Short,Horizontal,R,0.023,1.41E-04
34,4,1,4,Short,Horizontal,L,0.024,1.57E-04
34,4,3,4,Short,Vertical,R,0.018,1.10E-04
34,4,2,4,Short,Vertical,L,0.033,2.02E-04
34,4,4,4,Short,Diagonal,R,0.01,4.47E-05
34,4,3,4,Short,Diagonal,L,0.023,1.02E-04
34,4,3,4,Medium,Horizontal,R,0.034,9.44E-05
34,4,4,4,Medium,Horizontal,L,0.012,3.28E-05
34,4,1,4,Medium,Vertical,R,0.07,1.92E-04
34,4,2,4,Medium,Vertical,L,0.038,1.06E-04
34,4,3,4,Medium,Diagonal,R,0.088,2.46E-04
34,4,4,4,Medium,Diagonal,L,0.022,5.62E-05
34,4,1,4,Long,Horizontal,R,0.096,1.71E-04
34,4,1,4,Long,Horizontal,L,0.065,1.16E-04
34,4,1,4,Long,Vertical,R,0.063,1.12E-04
34,4,2,4,Long,Vertical,L,0.052,9.14E-05
34,4,2,4,Long,Diagonal,R,0.046,7.76E-05
34,4,2,4,Long,Diagonal,L,0.052,8.54E-05
34,4,3,4,Short,Diagonal,R,0.012,4.85E-05
34,4,3,4,Short,Diagonal,L,0.019,9.00E-05
34,4,3,4,Medium,Horizontal,R,0.024,6.72E-05
34,4,4,4,Medium,Horizontal,L,0.078,2.37E-04
34,4,4,4,Short,Horizontal,R,0.073,4.47E-04
34,4,4,4,Short,Horizontal,L,0.054,3.01E-04
34,4,1,4,Short,Vertical,R,0.042,2.62E-04
34,4,1,4,Short,Vertical,L,0.037,2.28E-04
34,4,2,4,Short,Diagonal,R,0.03,1.16E-04
34,4,2,4,Short,Diagonal,L,0.036,1.50E-04
34,4,1,4,Medium,Horizontal,R,0.07,1.93E-04
34,4,1,4,Medium,Horizontal,L,0.079,2.18E-04
34,4,2,4,Medium,Vertical,R,0.064,1.78E-04
34,4,2,4,Medium,Vertical,L,0.058,1.62E-04
34,4,3,4,Medium,Diagonal,R,1.002,0.002506614
34,4,3,4,Medium,Diagonal,L,0.093,2.32E-04
34,4,4,4,Long,Horizontal,R,0.059,1.02E-04
34,4,4,4,Long,Horizontal,L,0.011,1.90E-05
34,4,1,4,Long,Vertical,R,1.026,0.001830731
34,4,1,4,Long,Vertical,L,0.096,1.71E-04
34,4,1,4,Long,Diagonal,R,0.094,1.64E-04
34,4,1,4,Long,Diagonal,L,1.015,0.001645991
34,4,2,4,Medium,Vertical,R,0.067,1.85E-04
34,4,2,4,Medium,Vertical,L,0.043,1.20E-04
34,4,2,4,Medium,Diagonal,R,0.056,1.40E-04
34,4,2,4,Medium,Diagonal,L,1.022,0.002067348
34,4,2,4,Short,Horizontal,R,0.027,1.67E-04
34,4,3,4,Short,Horizontal,L,0.008,5.00E-05
34,4,3,4,Short,Vertical,R,0.008,5.00E-05
34,4,3,4,Short,Vertical,L,0.011,6.71E-05
34,4,3,4,Short,Diagonal,R,0.011,5.71E-05
34,4,4,4,Short,Diagonal,L,0.006,2.35E-05
34,4,4,4,Medium,Horizontal,R,1.003,0.00267215
34,4,4,4,Medium,Horizontal,L,0.011,2.93E-05
34,4,4,4,Medium,Vertical,R,0.056,1.67E-04
34,4,2,4,Medium,Vertical,L,0.065,1.80E-04
34,4,4,4,Medium,Diagonal,R,0.011,2.55E-05
34,4,1,4,Medium,Diagonal,L,1,0.002476211
34,4,3,4,Long,Horizontal,R,1.014,0.001861328
34,4,4,4,Long,Horizontal,L,1.021,0.001832535
34,4,3,4,Long,Vertical,R,0.031,5.49E-05
34,4,2,4,Long,Vertical,L,0.096,1.72E-04
34,4,1,4,Long,Diagonal,R,0.097,1.62E-04
34,4,1,4,Long,Diagonal,L,0.096,1.61E-04
34,4,2,4,Long,Horizontal,R,0.065,1.16E-04
34,4,3,4,Long,Horizontal,L,0.042,7.51E-05
34,4,4,4,Long,Vertical,R,0.019,3.33E-05
34,4,1,4,Long,Vertical,L,1.064,0.001899852
34,4,2,4,Long,Diagonal,R,0.076,1.27E-04
34,4,3,4,Long,Diagonal,L,0.017,2.89E-05
35,4,1,1,Short,Horizontal,R,0.069,5.06E-04
35,4,1,1,Short,Horizontal,L,0.026,1.49E-04
35,4,1,1,Short,Vertical,R,1.021,0.006376768
35,4,1,1,Short,Vertical,L,0.025,1.57E-04
35,4,1,1,Short,Diagonal,R,0.041,2.57E-04
35,4,1,1,Short,Diagonal,L,2.075,0.013853976
35,4,1,1,Medium,Horizontal,R,1.008,0.002796507
35,4,1,1,Medium,Horizontal,L,0.061,1.72E-04
35,4,1,1,Medium,Vertical,R,2.026,0.005608338
35,4,1,1,Medium,Vertical,L,1.083,0.00302396
35,4,1,1,Medium,Diagonal,R,1.05,0.002901383
35,4,1,1,Medium,Diagonal,L,1.035,0.002878111
35,4,1,1,Long,Horizontal,R,1.059,0.001890562
35,4,1,1,Long,Horizontal,L,2.093,0.003718546
35,4,1,1,Long,Vertical,R,5.03,0.008997981
35,4,1,1,Long,Vertical,L,2.05,0.003656775
35,4,1,1,Long,Diagonal,R,3.043,0.005407909
35,4,1,1,Long,Diagonal,L,2.089,0.003726343
35,4,2,1,Short,Horizontal,R,1.01,0.006272808
35,4,2,1,Short,Horizontal,L,0.091,5.98E-04
35,4,2,1,Short,Vertical,R,0.07,4.37E-04
35,4,2,1,Short,Vertical,L,0.054,3.33E-04
35,4,2,1,Short,Diagonal,R,1.001,0.0061123
35,4,2,1,Short,Diagonal,L,1.003,0.006416318
35,4,2,1,Medium,Horizontal,R,1.081,0.002959468
35,4,2,1,Medium,Horizontal,L,1.076,0.002993454
35,4,2,1,Medium,Vertical,R,2.081,0.005689063
35,4,2,1,Medium,Vertical,L,2.043,0.00568902
35,4,2,1,Medium,Diagonal,R,0.097,2.65E-04
35,4,2,1,Medium,Diagonal,L,1.023,0.002836888
35,4,2,1,Long,Horizontal,R,2.044,0.003647901
35,4,2,1,Long,Horizontal,L,2.033,0.003625159
35,4,2,1,Long,Vertical,R,3.041,0.005405285
35,4,2,1,Long,Vertical,L,2.013,0.003600451
35,4,2,1,Long,Diagonal,R,2.084,0.003632907
35,4,2,1,Long,Diagonal,L,2.028,0.003614772
35,4,3,1,Short,Horizontal,R,5.025,0.025109625
35,4,3,1,Short,Horizontal,L,0.065,4.09E-04
35,4,3,1,Short,Vertical,R,0.059,3.64E-04
35,4,3,1,Short,Vertical,L,0.033,2.08E-04
35,4,3,1,Short,Diagonal,R,0.033,2.00E-04
35,4,3,1,Short,Diagonal,L,0.042,2.58E-04
35,4,3,1,Medium,Horizontal,R,0.067,1.85E-04
35,4,3,1,Medium,Horizontal,L,0.071,1.94E-04
35,4,3,1,Medium,Vertical,R,0.078,2.18E-04
35,4,3,1,Medium,Vertical,L,0.086,2.39E-04
35,4,3,1,Medium,Diagonal,R,1.018,0.00281209
35,4,3,1,Medium,Diagonal,L,0.085,2.33E-04
35,4,3,1,Long,Horizontal,R,1.014,0.001810299
35,4,3,1,Long,Horizontal,L,1.007,0.001797653
35,4,3,1,Long,Vertical,R,1.024,0.001825405
35,4,3,1,Long,Vertical,L,1.034,0.001859204
35,4,3,1,Long,Diagonal,R,0.092,1.62E-04
35,4,3,1,Long,Diagonal,L,1.003,0.001788993
35,4,4,1,Short,Horizontal,R,0.008,4.65E-05
35,4,4,1,Short,Horizontal,L,0.018,1.09E-04
35,4,4,1,Short,Vertical,R,0.047,2.85E-04
35,4,4,1,Short,Vertical,L,0.026,1.63E-04
35,4,4,1,Short,Diagonal,R,0.024,1.50E-04
35,4,4,1,Short,Diagonal,L,0.038,2.39E-04
35,4,4,1,Medium,Horizontal,R,0.039,1.09E-04
35,4,4,1,Medium,Horizontal,L,0.032,8.81E-05
35,4,4,1,Medium,Vertical,R,0.052,1.43E-04
35,4,4,1,Medium,Vertical,L,0.083,2.30E-04
35,4,4,1,Medium,Diagonal,R,0.076,2.09E-04
35,4,4,1,Medium,Diagonal,L,0.052,1.44E-04
35,4,4,1,Long,Horizontal,R,0.087,1.54E-04
35,4,4,1,Long,Horizontal,L,0.051,9.22E-05
35,4,4,1,Long,Vertical,R,0.054,9.64E-05
35,4,4,1,Long,Vertical,L,0.063,1.14E-04
35,4,4,1,Long,Diagonal,R,0.063,1.13E-04
35,4,4,1,Long,Diagonal,L,0.089,1.59E-04
35,4,4,2,Short,Horizontal,R,0.014,8.97E-05
35,4,3,2,Short,Horizontal,L,0.076,4.70E-04
35,4,2,2,Short,Vertical,R,0.098,6.08E-04
35,4,1,2,Short,Vertical,L,2.045,0.012745454
35,4,2,2,Short,Horizontal,R,1.013,0.006252014
35,4,1,2,Short,Horizontal,L,3.002,0.018458561
35,4,3,2,Short,Vertical,R,0.05,3.12E-04
35,4,2,2,Short,Vertical,L,1.002,0.006222522
35,4,4,2,Short,Diagonal,R,0.022,1.37E-04
35,4,3,2,Short,Diagonal,L,0.03,1.87E-04
35,4,3,2,Medium,Horizontal,R,1.006,0.002793367
35,4,4,2,Medium,Horizontal,L,0.062,1.72E-04
35,4,1,2,Medium,Vertical,R,2.089,0.005809933
35,4,2,2,Medium,Vertical,L,1.033,0.002867852
35,4,3,2,Medium,Diagonal,R,0.077,2.11E-04
35,4,4,2,Medium,Diagonal,L,0.041,1.13E-04
35,4,1,2,Long,Horizontal,R,3.008,0.005361854
35,4,1,2,Long,Horizontal,L,2.021,0.003606394
35,4,1,2,Long,Vertical,R,4.011,0.007153564
35,4,2,2,Long,Vertical,L,3.035,0.005409561
35,4,2,2,Long,Diagonal,R,2.095,0.003529748
35,4,2,2,Long,Diagonal,L,3.004,0.00512206
35,4,3,2,Short,Diagonal,R,0.067,3.06E-04
35,4,3,2,Short,Diagonal,L,0.093,5.16E-04
35,4,3,2,Medium,Horizontal,R,1.003,0.002776306
35,4,4,2,Medium,Horizontal,L,0.061,1.69E-04
35,4,4,2,Short,Horizontal,R,0.023,1.47E-04
35,4,4,2,Short,Horizontal,L,0.04,2.50E-04
35,4,1,2,Short,Vertical,R,1.06,0.006571188
35,4,1,2,Short,Vertical,L,1.085,0.006779132
35,4,2,2,Short,Diagonal,R,1.052,0.004752015
35,4,2,2,Short,Diagonal,L,0.087,4.38E-04
35,4,1,2,Medium,Horizontal,R,2.001,0.005538773
35,4,1,2,Medium,Horizontal,L,3.004,0.008294514
35,4,2,2,Medium,Vertical,R,2.034,0.005649978
35,4,2,2,Medium,Vertical,L,2.02,0.005620443
35,4,3,2,Medium,Diagonal,R,2.016,0.005439815
35,4,3,2,Medium,Diagonal,L,1.051,0.002863888
35,4,4,2,Long,Horizontal,R,0.08,1.42E-04
35,4,4,2,Long,Horizontal,L,1.004,0.00177904
35,4,1,2,Long,Vertical,R,2.018,0.003603548
35,4,1,2,Long,Vertical,L,4.009,0.007154367
35,4,1,2,Long,Diagonal,R,3.027,0.005237299
35,4,1,2,Long,Diagonal,L,3.093,0.005364999
35,4,2,2,Medium,Vertical,R,2.034,0.005632599
35,4,2,2,Medium,Vertical,L,2.045,0.005680556
35,4,2,2,Medium,Diagonal,R,1.098,0.002807009
35,4,2,2,Medium,Diagonal,L,2.033,0.005073424
35,4,2,2,Short,Horizontal,R,1.036,0.006474874
35,4,3,2,Short,Horizontal,L,1.033,0.006410093
35,4,3,2,Short,Vertical,R,0.045,2.78E-04
35,4,3,2,Short,Vertical,L,0.064,4.02E-04
35,4,3,2,Short,Diagonal,R,0.038,2.02E-04
35,4,4,2,Short,Diagonal,L,0.029,1.44E-04
35,4,4,2,Medium,Horizontal,R,0.028,7.91E-05
35,4,4,2,Medium,Horizontal,L,0.046,1.29E-04
35,4,4,2,Medium,Vertical,R,0.052,1.45E-04
35,4,2,2,Medium,Vertical,L,0.042,1.18E-04
35,4,4,2,Medium,Diagonal,R,0.045,1.23E-04
35,4,1,2,Medium,Diagonal,L,3.044,0.008127888
35,4,3,2,Long,Horizontal,R,1.028,0.001834299
35,4,4,2,Long,Horizontal,L,0.083,1.48E-04
35,4,3,2,Long,Vertical,R,2.034,0.003638495
35,4,2,2,Long,Vertical,L,4.02,0.007178468
35,4,1,2,Long,Diagonal,R,4.014,0.006929925
35,4,1,2,Long,Diagonal,L,3.081,0.005409344
35,4,2,2,Long,Horizontal,R,3.02,0.005390374
35,4,3,2,Long,Horizontal,L,1.071,0.001913168
35,4,4,2,Long,Vertical,R,0.06,1.06E-04
35,4,1,2,Long,Vertical,L,4.093,0.007295854
35,4,2,2,Long,Diagonal,R,3.002,0.005194098
35,4,3,2,Long,Diagonal,L,1.04,0.001825624
35,4,1,3,Short,Horizontal,R,0.095,5.94E-04
35,4,2,3,Short,Horizontal,L,0.07,4.24E-04
35,4,3,3,Short,Vertical,R,0.042,2.61E-04
35,4,4,3,Short,Vertical,L,0.062,3.80E-04
35,4,1,3,Short,Diagonal,R,1.022,0.005878614
35,4,2,3,Short,Diagonal,L,1.004,0.005291251
35,4,3,3,Medium,Horizontal,R,1.004,0.002780097
35,4,4,3,Medium,Horizontal,L,0.081,2.22E-04
35,4,1,3,Medium,Vertical,R,3.089,0.008597922
35,4,2,3,Medium,Vertical,L,2.096,0.005821122
35,4,3,3,Medium,Diagonal,R,1.044,0.002705717
35,4,4,3,Medium,Diagonal,L,0.073,1.95E-04
35,4,1,3,Long,Horizontal,R,3.016,0.005359654
35,4,2,3,Long,Horizontal,L,3.049,0.005453327
35,4,3,3,Long,Vertical,R,2.017,0.003575522
35,4,4,3,Long,Vertical,L,1.003,0.001794204
35,4,1,3,Long,Diagonal,R,1.05,0.001765604
35,4,2,3,Long,Diagonal,L,2.049,0.003524721
35,4,3,3,Short,Horizontal,R,0.068,4.25E-04
35,4,4,3,Short,Horizontal,L,0.035,2.21E-04
35,4,1,3,Short,Vertical,R,1.086,0.006786307
35,4,2,3,Short,Vertical,L,1.031,0.00634729
35,4,3,3,Short,Diagonal,R,0.09,4.65E-04
35,4,4,3,Short,Diagonal,L,0.042,2.31E-04
35,4,1,3,Medium,Horizontal,R,2.006,0.005556254
35,4,2,3,Medium,Horizontal,L,1.081,0.002969758
35,4,3,3,Medium,Vertical,R,0.09,2.50E-04
35,4,4,3,Medium,Vertical,L,0.045,1.26E-04
35,4,1,3,Medium,Diagonal,R,2.035,0.00517221
35,4,2,3,Medium,Diagonal,L,1.048,0.002684525
35,4,3,3,Long,Horizontal,R,1.097,0.001953442
35,4,4,3,Long,Horizontal,L,0.094,1.68E-04
35,4,1,3,Long,Vertical,R,4.015,0.007161928
35,4,2,3,Long,Vertical,L,3.059,0.005449301
35,4,3,3,Long,Diagonal,R,1.026,0.001799939
35,4,4,3,Long,Diagonal,L,0.071,1.24E-04
35,4,1,3,Short,Horizontal,R,1.062,0.00663737
35,4,2,3,Short,Horizontal,L,1.024,0.006427552
35,4,3,3,Short,Vertical,R,0.063,3.94E-04
35,4,4,3,Short,Vertical,L,0.028,1.76E-04
35,4,1,3,Short,Diagonal,R,2.043,0.010399135
35,4,2,3,Short,Diagonal,L,1.053,0.005555897
35,4,3,3,Medium,Horizontal,R,1.004,0.002775038
35,4,4,3,Medium,Horizontal,L,0.05,1.37E-04
35,4,1,3,Medium,Vertical,R,3.015,0.008358891
35,4,2,3,Medium,Vertical,L,2.03,0.005638802
35,4,3,3,Medium,Diagonal,R,1.02,0.002458402
35,4,4,3,Medium,Diagonal,L,0.064,1.64E-04
35,4,1,3,Long,Horizontal,R,4.071,0.007266677
35,4,2,3,Long,Horizontal,L,3.097,0.005497836
35,4,3,3,Long,Vertical,R,1.093,0.001954149
35,4,4,3,Long,Vertical,L,1.047,0.001862978
35,4,1,3,Long,Diagonal,R,3.06,0.00512236
35,4,2,3,Long,Diagonal,L,2.065,0.00359725
35,4,3,3,Short,Horizontal,R,0.086,5.37E-04
35,4,4,3,Short,Horizontal,L,0.039,2.41E-04
35,4,1,3,Short,Vertical,R,2.043,0.012648276
35,4,2,3,Short,Vertical,L,1.047,0.006541706
35,4,3,3,Short,Diagonal,R,1.039,0.005251361
35,4,4,3,Short,Diagonal,L,0.064,3.20E-04
35,4,1,3,Medium,Horizontal,R,2.007,0.005574914
35,4,2,3,Medium,Horizontal,L,1.068,0.00295297
35,4,3,3,Medium,Vertical,R,1.024,0.002805479
35,4,4,3,Medium,Vertical,L,0.061,1.69E-04
35,4,1,3,Medium,Diagonal,R,3.014,0.007841278
35,4,2,3,Medium,Diagonal,L,1.056,0.002805793
35,4,3,3,Long,Horizontal,R,0.092,1.64E-04
35,4,4,3,Long,Horizontal,L,0.056,9.95E-05
35,4,1,3,Long,Vertical,R,2.089,0.003674515
35,4,2,3,Long,Vertical,L,1.097,0.001957914
35,4,3,3,Long,Diagonal,R,1.01,0.001707014
35,4,4,3,Long,Diagonal,L,0.076,1.37E-04
35,4,1,4,Short,Horizontal,R,0.082,5.07E-04
35,4,2,4,Short,Horizontal,L,0.092,5.71E-04
35,4,3,4,Short,Vertical,R,0.066,4.08E-04
35,4,4,4,Short,Vertical,L,0.048,2.97E-04
35,4,1,4,Short,Diagonal,R,2.085,0.008481989
35,4,2,4,Short,Diagonal,L,1.085,0.006154846
35,4,3,4,Medium,Horizontal,R,0.089,2.47E-04
35,4,4,4,Medium,Horizontal,L,0.066,1.84E-04
35,4,1,4,Medium,Vertical,R,4.055,0.011207946
35,4,2,4,Medium,Vertical,L,3.019,0.008385302
35,4,3,4,Medium,Diagonal,R,1.045,0.002717956
35,4,4,4,Medium,Diagonal,L,0.056,1.52E-04
35,4,1,4,Long,Horizontal,R,6.028,0.010698914
35,4,2,4,Long,Horizontal,L,3.034,0.005404046
35,4,3,4,Long,Vertical,R,1.081,0.001929837
35,4,4,4,Long,Vertical,L,1.036,0.001849575
35,4,1,4,Long,Diagonal,R,3.081,0.005402039
35,4,2,4,Long,Diagonal,L,2.081,0.00364196
35,4,3,4,Short,Horizontal,R,0.028,1.76E-04
35,4,4,4,Short,Horizontal,L,0.043,2.69E-04
35,4,1,4,Short,Vertical,R,1.078,0.006726866
35,4,2,4,Short,Vertical,L,0.063,3.94E-04
35,4,3,4,Short,Diagonal,R,0.069,3.86E-04
35,4,4,4,Short,Diagonal,L,0.058,2.99E-04
35,4,1,4,Medium,Horizontal,R,2.063,0.005714133
35,4,2,4,Medium,Horizontal,L,1.053,0.002924594
35,4,3,4,Medium,Vertical,R,1.019,0.002810278
35,4,4,4,Medium,Vertical,L,0.045,1.25E-04
35,4,1,4,Medium,Diagonal,R,2.047,0.005297175
35,4,2,4,Medium,Diagonal,L,1.083,0.002803781
35,4,3,4,Long,Horizontal,R,0.092,1.65E-04
35,4,4,4,Long,Horizontal,L,0.06,1.07E-04
35,4,1,4,Long,Vertical,R,4.079,0.007219469
35,4,2,4,Long,Vertical,L,3.044,0.005421901
35,4,3,4,Long,Diagonal,R,1.059,0.001842517
35,4,4,4,Long,Diagonal,L,0.074,1.28E-04
35,4,1,4,Short,Horizontal,R,1.048,0.006578198
35,4,2,4,Short,Horizontal,L,1.016,0.006271127
35,4,3,4,Short,Vertical,R,0.055,3.46E-04
35,4,4,4,Short,Vertical,L,0.041,2.53E-04
35,4,1,4,Short,Diagonal,R,0.086,5.08E-04
35,4,2,4,Short,Diagonal,L,0.071,3.66E-04
35,4,3,4,Medium,Horizontal,R,0.087,2.42E-04
35,4,4,4,Medium,Horizontal,L,0.053,1.44E-04
35,4,1,4,Medium,Vertical,R,5.003,0.013680024
35,4,2,4,Medium,Vertical,L,2.093,0.005812073
35,4,3,4,Medium,Diagonal,R,1.059,0.002696403
35,4,4,4,Medium,Diagonal,L,1.018,0.002604322
35,4,1,4,Long,Horizontal,R,3.051,0.005446261
35,4,2,4,Long,Horizontal,L,1.077,0.001926627
35,4,3,4,Long,Vertical,R,1.048,0.001878963
35,4,4,4,Long,Vertical,L,0.086,1.52E-04
35,4,1,4,Long,Diagonal,R,2.034,0.003555352
35,4,2,4,Long,Diagonal,L,2.031,0.003580407
35,4,3,4,Short,Horizontal,R,0.05,3.10E-04
35,4,4,4,Short,Horizontal,L,0.042,2.64E-04
35,4,1,4,Short,Vertical,R,1.055,0.006140262
35,4,2,4,Short,Vertical,L,1.003,0.006260929
35,4,3,4,Short,Diagonal,R,0.069,3.96E-04
35,4,4,4,Short,Diagonal,L,0.041,2.33E-04
35,4,1,4,Medium,Horizontal,R,2.075,0.005754107
35,4,2,4,Medium,Horizontal,L,2.071,0.005747791
35,4,3,4,Medium,Vertical,R,1.006,0.002767561
