Participant,Speeds-Count,Speed1,Block,Distance,Direction,LToR-or-RToL,Execution-time,Speed2,Average,Reg,OverAllAverage,Relative-Speed,Average1,Average2,average11,Speed1,Speed2
3,2,2,4,Short,Vertical,L,0.023,1.87E-04,0.001197154,-0.001010154,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.55E-04
3,2,1,4,Long,Vertical,L,0.034,6.10E-05,0.001197154,-0.001136154,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.76E-04
3,2,1,4,Short,Vertical,R,0.098,7.09E-04,0.001197154,-0.000488154,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.51E-04
3,2,2,4,Long,Diagonal,R,0.057,9.68E-05,0.001197154,-0.001100354,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.26E-04
3,2,2,4,Short,Horizontal,L,0.035,1.93E-04,0.001197154,-0.001004154,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.52E-04
3,2,1,4,Long,Diagonal,L,0.033,5.23E-05,0.001197154,-0.001144854,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.10E-04
3,2,1,4,Short,Horizontal,R,0.011,6.96E-05,0.001197154,-0.001127554,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,9.11E-05
4,2,1,1,Short,Horizontal,R,2.024,0.014453825,0.001223054,0.013230771,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,8.73E-05
4,2,1,1,Short,Horizontal,L,0.017,1.06E-04,0.001223054,-0.001117054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.20E-04
4,2,1,1,Short,Vertical,R,0.099,6.18E-04,0.001223054,-0.000605054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.080989808
4,2,1,1,Short,Vertical,L,2.022,0.014483557,0.001223054,0.013260503,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.020758567
4,2,1,1,Short,Diagonal,R,1.022,0.004338735,0.001223054,0.003115681,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.24E-04
4,2,1,1,Short,Diagonal,L,2.098,0.012112001,0.001223054,0.010888947,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.48E-04
4,2,1,1,Medium,Horizontal,R,6.06,0.016828075,0.001223054,0.015605021,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.95E-04
4,2,1,1,Medium,Horizontal,L,0.066,1.83E-04,0.001223054,-0.001040054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.71E-04
4,2,1,1,Medium,Vertical,R,0.056,1.56E-04,0.001223054,-0.001067054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.53E-04
4,2,1,1,Medium,Vertical,L,0.059,1.63E-04,0.001223054,-0.001060054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.51E-04
4,2,1,1,Medium,Diagonal,R,0.048,1.32E-04,0.001223054,-0.001091054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.15E-04
4,2,1,1,Medium,Diagonal,L,0.042,1.13E-04,0.001223054,-0.001110054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.24E-04
4,2,1,1,Long,Horizontal,R,0.09,1.59E-04,0.001223054,-0.001064054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.013882618
4,2,1,1,Long,Horizontal,L,0.045,8.06E-05,0.001223054,-0.001142454,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.008302177
4,2,1,1,Long,Vertical,R,0.025,4.36E-05,0.001223054,-0.001179454,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.03E-04
4,2,1,1,Long,Vertical,L,0.061,1.08E-04,0.001223054,-0.001115054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.77E-04
4,2,1,1,Long,Diagonal,R,1.093,0.001946826,0.001223054,0.000723772,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.14E-04
4,2,1,1,Long,Diagonal,L,0.071,1.25E-04,0.001223054,-0.001098054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.98E-04
4,2,2,1,Short,Horizontal,R,2.002,0.01405648,0.001223054,0.012833426,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,8.75E-05
4,2,2,1,Short,Horizontal,L,0.029,1.70E-04,0.001223054,-0.001053054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.29E-04
4,2,2,1,Short,Vertical,R,0.03,1.85E-04,0.001223054,-0.001038054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.47E-04
4,2,2,1,Short,Vertical,L,0.043,2.67E-04,0.001223054,-0.000956054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.86E-04
4,2,2,1,Short,Diagonal,R,0.015,8.64E-05,0.001223054,-0.001136654,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,8.07E-05
4,2,2,1,Short,Diagonal,L,1.074,0.007831909,0.001223054,0.006608855,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,3.19E-04
4,2,2,1,Medium,Horizontal,R,0.055,1.54E-04,0.001223054,-0.001069054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,3.00E-04
4,2,2,1,Medium,Horizontal,L,0.012,3.29E-05,0.001223054,-0.001190154,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.59E-04
4,2,2,1,Medium,Vertical,R,0.048,1.32E-04,0.001223054,-0.001091054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.60E-04
4,2,2,1,Medium,Vertical,L,0.019,5.05E-05,0.001223054,-0.001172554,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.05E-04
4,2,2,1,Medium,Diagonal,R,0.071,1.99E-04,0.001223054,-0.001024054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.93E-04
4,2,2,1,Medium,Diagonal,L,0.087,2.68E-04,0.001223054,-0.000955054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.71E-04
4,2,2,1,Long,Horizontal,R,0.028,5.02E-05,0.001223054,-0.001172854,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.78E-04
4,2,2,1,Long,Horizontal,L,0.058,1.01E-04,0.001223054,-0.001122054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.33E-04
4,2,2,1,Long,Vertical,R,0.038,6.72E-05,0.001223054,-0.001155854,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.22E-04
4,2,2,1,Long,Vertical,L,0.026,4.66E-05,0.001223054,-0.001176454,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.57E-04
4,2,2,1,Long,Diagonal,R,0.079,1.41E-04,0.001223054,-0.001082054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.14E-04
4,2,2,1,Long,Diagonal,L,0.075,1.34E-04,0.001223054,-0.001089054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.18E-04
4,2,1,2,Short,Horizontal,R,0.089,5.53E-04,0.001223054,-0.000670054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.001733354
4,2,1,2,Long,Diagonal,L,1.026,0.001823508,0.001223054,0.000600454,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,9.65E-05
4,2,2,2,Short,Horizontal,L,0.007,4.10E-05,0.001223054,-0.001182054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,8.16E-05
4,2,2,2,Long,Diagonal,R,0.028,5.02E-05,0.001223054,-0.001172854,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.47E-04
4,2,1,2,Short,Vertical,R,0.052,3.22E-04,0.001223054,-0.000901054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.52E-04
4,2,1,2,Long,Vertical,L,1.031,0.001839383,0.001223054,0.000616329,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.18E-04
4,2,1,2,Short,Vertical,L,0.043,2.69E-04,0.001223054,-0.000954054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.63E-04
4,2,1,2,Long,Vertical,R,1.002,0.001786096,0.001223054,0.000563042,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.22E-04
4,2,2,2,Short,Diagonal,R,1.012,0.007256392,0.001223054,0.006033338,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.76E-04
4,2,2,2,Long,Horizontal,L,0.022,3.94E-05,0.001223054,-0.001183654,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.45E-04
4,2,1,2,Short,Diagonal,L,0.072,4.28E-04,0.001223054,-0.000795054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.30E-04
4,2,1,2,Long,Horizontal,R,1.034,0.001827728,0.001223054,0.000604674,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,8.04E-05
4,2,2,2,Medium,Horizontal,R,1.076,0.00341448,0.001223054,0.002191426,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.39E-04
4,2,2,2,Medium,Diagonal,L,0.032,8.82E-05,0.001223054,-0.001134854,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.40E-04
4,2,1,2,Medium,Horizontal,L,0.05,1.41E-04,0.001223054,-0.001082054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,9.42E-05
4,2,1,2,Medium,Diagonal,R,1.053,0.003038483,0.001223054,0.001815429,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.10E-04
4,2,2,2,Medium,Vertical,R,0.026,6.83E-05,0.001223054,-0.001154754,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.72E-04
4,2,2,2,Medium,Vertical,L,0.01,2.64E-05,0.001223054,-0.001196654,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.48E-04
4,2,1,2,Medium,Vertical,L,0.062,1.63E-04,0.001223054,-0.001060054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.46E-04
4,2,1,2,Medium,Vertical,R,0.046,1.28E-04,0.001223054,-0.001095054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.00E-04
4,2,2,2,Medium,Diagonal,R,0.021,5.46E-05,0.001223054,-0.001168454,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.001782636
4,2,2,2,Medium,Horizontal,L,0.099,2.75E-04,0.001223054,-0.000948054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.31E-04
4,2,1,2,Medium,Diagonal,L,0.057,1.49E-04,0.001223054,-0.001074054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.00184277
4,2,1,2,Medium,Horizontal,R,0.065,1.80E-04,0.001223054,-0.001043054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.33E-04
4,2,2,2,Long,Horizontal,R,0.041,7.29E-05,0.001223054,-0.001150154,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.40E-04
4,2,2,2,Short,Diagonal,L,0.052,2.56E-04,0.001223054,-0.000967054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,3.18E-04
4,2,1,2,Long,Horizontal,L,0.075,1.33E-04,0.001223054,-0.001090054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.14E-04
4,2,1,2,Short,Diagonal,R,0.042,2.59E-04,0.001223054,-0.000964054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.82E-04
4,2,2,2,Long,Vertical,R,0.044,7.98E-05,0.001223054,-0.001143254,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.07E-04
4,2,2,2,Short,Vertical,L,0.022,1.42E-04,0.001223054,-0.001081054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.002438479
4,2,1,2,Long,Vertical,L,1.026,0.001819146,0.001223054,0.000596092,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.03E-04
4,2,1,2,Short,Vertical,R,0.049,3.05E-04,0.001223054,-0.000918054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.001815821
4,2,2,2,Long,Diagonal,R,0.045,8.09E-05,0.001223054,-0.001142154,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.001798424
4,2,2,2,Short,Horizontal,L,0.029,1.82E-04,0.001223054,-0.001041054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.006442687
4,2,1,2,Long,Diagonal,L,1,0.001780801,0.001223054,0.000557747,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.65E-04
4,2,1,2,Short,Horizontal,R,0.048,2.95E-04,0.001223054,-0.000928054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,3.80E-04
4,2,1,3,Short,Horizontal,R,0.033,2.03E-04,0.001223054,-0.001020054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.002988828
4,2,2,3,Short,Horizontal,L,1.037,0.00734999,0.001223054,0.006126936,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.63E-04
4,2,1,3,Short,Vertical,R,0.037,2.30E-04,0.001223054,-0.000993054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.28E-04
4,2,2,3,Short,Vertical,L,0.028,1.74E-04,0.001223054,-0.001049054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.65E-04
4,2,1,3,Short,Diagonal,R,0.05,2.99E-04,0.001223054,-0.000924054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.001870885
4,2,2,3,Short,Diagonal,L,0.036,1.77E-04,0.001223054,-0.001046054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.001739999
4,2,1,3,Medium,Horizontal,R,0.064,1.77E-04,0.001223054,-0.001046054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.97E-04
4,2,2,3,Medium,Horizontal,L,0.051,1.43E-04,0.001223054,-0.001080054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.50E-04
4,2,1,3,Medium,Vertical,R,0.076,1.92E-04,0.001223054,-0.001031054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,3.80E-04
4,2,2,3,Medium,Vertical,L,0.019,5.07E-05,0.001223054,-0.001172354,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.00179928
4,2,1,3,Medium,Diagonal,R,0.075,2.06E-04,0.001223054,-0.001017054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,2.81E-04
4,2,2,3,Medium,Diagonal,L,0.054,1.44E-04,0.001223054,-0.001079054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.001858295
4,2,1,3,Long,Horizontal,R,1.026,0.00182458,0.001223054,0.000601526,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.003413905
4,2,2,3,Long,Horizontal,L,0.043,7.73E-05,0.001223054,-0.001145754,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.00193022
4,2,1,3,Long,Vertical,R,1.013,0.001795622,0.001223054,0.000572568,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.002792176
4,2,2,3,Long,Vertical,L,0.053,9.28E-05,0.001223054,-0.001130254,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,9.92E-05
4,2,1,3,Long,Diagonal,R,1.011,0.001805927,0.001223054,0.000582873,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.72E-04
4,2,2,3,Long,Diagonal,L,0.072,1.28E-04,0.001223054,-0.001095054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.42E-04
4,2,1,3,Short,Horizontal,R,0.032,1.92E-04,0.001223054,-0.001031054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.63E-04
4,2,2,3,Short,Horizontal,L,0.045,2.87E-04,0.001223054,-0.000936054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.59E-04
4,2,1,3,Short,Vertical,R,0.026,1.60E-04,0.001223054,-0.001063054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.001747822
4,2,2,3,Short,Vertical,L,0.026,1.57E-04,0.001223054,-0.001066054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,3.76E-04
4,2,1,3,Short,Diagonal,R,0.068,3.58E-04,0.001223054,-0.000865054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.001855568
4,2,2,3,Short,Diagonal,L,0.025,1.10E-04,0.001223054,-0.001113054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.92E-04
4,2,1,3,Medium,Horizontal,R,0.054,1.49E-04,0.001223054,-0.001074054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,1.20E-04
4,2,2,3,Medium,Horizontal,L,0.028,7.81E-05,0.001223054,-0.001144954,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,2.07E-04
4,2,1,3,Medium,Vertical,R,0.067,1.86E-04,0.001223054,-0.001037054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.01275636
4,2,2,3,Medium,Vertical,L,0.024,6.64E-05,0.001223054,-0.001156654,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,1.04E-04
4,2,1,3,Medium,Diagonal,R,0.085,2.26E-04,0.001223054,-0.000997054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.024386473
4,2,2,3,Medium,Diagonal,L,0.042,1.07E-04,0.001223054,-0.001116054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.025446164
4,2,1,3,Long,Horizontal,R,0.046,8.18E-05,0.001223054,-0.001141254,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.0288555
4,2,2,3,Long,Horizontal,L,0.023,4.08E-05,0.001223054,-0.001182254,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.024486547
4,2,1,3,Long,Vertical,R,1.018,0.001823202,0.001223054,0.000600148,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.030635587
4,2,2,3,Long,Vertical,L,0.039,6.93E-05,0.001223054,-0.001153754,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.03069255
4,2,1,3,Long,Diagonal,R,0.094,1.60E-04,0.001223054,-0.001063054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.044159827
4,2,2,3,Long,Diagonal,L,0.026,4.45E-05,0.001223054,-0.001178554,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.063896869
4,2,1,4,Short,Horizontal,R,0.024,1.43E-04,0.001223054,-0.001080054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.038655178
4,2,1,4,Long,Diagonal,L,0.056,9.83E-05,0.001223054,-0.001124754,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.02888723
4,2,2,4,Short,Horizontal,L,1.027,0.007304291,0.001223054,0.006081237,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.026879864
4,2,2,4,Long,Diagonal,R,0.043,7.40E-05,0.001223054,-0.001149054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.01975919
4,2,1,4,Short,Vertical,R,0.017,1.03E-04,0.001223054,-0.001120054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.019643108
4,2,1,4,Long,Vertical,L,0.067,1.20E-04,0.001223054,-0.001103054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.01786383
4,2,1,4,Short,Vertical,L,2.059,0.016377933,0.001223054,0.015154879,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.019042595
4,2,1,4,Long,Vertical,R,1.058,0.001947085,0.001223054,0.000724031,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.02727161
4,2,2,4,Short,Diagonal,R,0.036,1.35E-04,0.001223054,-0.001088054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.018826532
4,2,2,4,Long,Horizontal,L,0.033,5.87E-05,0.001223054,-0.001164354,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.012663066
4,2,1,4,Short,Diagonal,L,0.03,1.21E-04,0.001223054,-0.001102054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.012272303
4,2,1,4,Long,Horizontal,R,1.05,0.001922145,0.001223054,0.000699091,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.011296319
4,2,2,4,Medium,Horizontal,R,0.037,1.03E-04,0.001223054,-0.001120054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.011116956
4,2,2,4,Medium,Diagonal,L,0.067,1.74E-04,0.001223054,-0.001049054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.009221992
4,2,1,4,Medium,Horizontal,L,0.06,1.65E-04,0.001223054,-0.001058054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.007214427
4,2,1,4,Medium,Diagonal,R,0.066,1.60E-04,0.001223054,-0.001063054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.009038113
4,2,2,4,Medium,Vertical,R,1.001,0.002867171,0.001223054,0.001644117,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.006624467
4,2,2,4,Medium,Vertical,L,0.015,4.11E-05,0.001223054,-0.001181954,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.018652247
4,2,1,4,Medium,Vertical,L,0.068,1.88E-04,0.001223054,-0.001035054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.006837565
4,2,1,4,Medium,Vertical,R,0.054,1.50E-04,0.001223054,-0.001073054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.014355134
4,2,2,4,Medium,Diagonal,R,0.03,7.83E-05,0.001223054,-0.001144754,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.011100412
4,2,2,4,Medium,Horizontal,L,0.034,9.39E-05,0.001223054,-0.001129154,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.011304317
4,2,1,4,Medium,Diagonal,L,0.035,8.75E-05,0.001223054,-0.001135554,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.014959149
4,2,1,4,Medium,Horizontal,R,1.065,0.003028246,0.001223054,0.001805192,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.007199439
4,2,2,4,Long,Horizontal,R,0.025,4.50E-05,0.001223054,-0.001178054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.011015445
4,2,2,4,Short,Diagonal,L,0.03,1.44E-04,0.001223054,-0.001079054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.00733913
4,2,1,4,Long,Horizontal,L,0.056,9.88E-05,0.001223054,-0.001124254,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.006514151
4,2,1,4,Short,Diagonal,R,0.042,2.17E-04,0.001223054,-0.001006054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.013308285
4,2,2,4,Long,Vertical,R,0.036,6.27E-05,0.001223054,-0.001160354,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.017935363
4,2,2,4,Short,Vertical,L,0.019,1.12E-04,0.001223054,-0.001111054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.019654732
4,2,1,4,Long,Vertical,L,0.048,8.58E-05,0.001223054,-0.001137254,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.018872487
4,2,1,4,Short,Vertical,R,0.022,1.26E-04,0.001223054,-0.001097054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.014296872
4,2,2,4,Long,Diagonal,R,0.033,5.76E-05,0.001223054,-0.001165454,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.01190191
4,2,2,4,Short,Horizontal,L,0.033,2.16E-04,0.001223054,-0.001007054,0.003181082,0.000875,0.005273526,8.75E-04,3.07E-03,1,0.012503658
4,2,1,4,Long,Diagonal,L,0.06,1.06E-04,0.001223054,-0.001117054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.011209193
4,2,1,4,Short,Horizontal,R,0.073,4.51E-04,0.001223054,-0.000772054,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.008736784
5,2,1,1,Short,Horizontal,R,0.045,2.78E-04,9.54E-04,-0.000676,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.011186152
5,2,1,1,Short,Horizontal,L,0.032,2.01E-04,0.000954288,-0.000753288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.002856063
5,2,1,1,Short,Vertical,R,0.041,2.47E-04,0.000954288,-0.000707288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.015889736
5,2,1,1,Short,Vertical,L,0.04,2.48E-04,0.000954288,-0.000706288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.019450311
5,2,1,1,Short,Diagonal,R,0.074,2.99E-04,0.000954288,-0.000655288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.014386674
5,2,1,1,Short,Diagonal,L,0.051,2.16E-04,0.000954288,-0.000738288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.010328767
5,2,1,1,Medium,Horizontal,R,0.055,1.53E-04,0.000954288,-0.000801288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.017864309
5,2,1,1,Medium,Horizontal,L,0.057,1.58E-04,0.000954288,-0.000796288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.024304002
5,2,1,1,Medium,Vertical,R,0.074,2.05E-04,0.000954288,-0.000749288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.013427925
5,2,1,1,Medium,Vertical,L,0.064,1.76E-04,0.000954288,-0.000778288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.030848117
5,2,1,1,Medium,Diagonal,R,0.05,1.16E-04,0.000954288,-0.000838288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.013103881
5,2,1,1,Medium,Diagonal,L,0.049,1.12E-04,0.000954288,-0.000842288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.011685005
5,2,1,1,Long,Horizontal,R,0.05,8.86E-05,0.000954288,-0.000865688,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.018298921
5,2,1,1,Long,Horizontal,L,0.042,7.54E-05,0.000954288,-0.000878888,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.022289597
5,2,1,1,Long,Vertical,R,0.095,1.70E-04,0.000954288,-0.000784288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.01645082
5,2,1,1,Long,Vertical,L,0.082,1.46E-04,0.000954288,-0.000808288,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.017426794
5,2,1,1,Long,Diagonal,R,1.006,0.001653309,0.000954288,0.000699021,0.003181082,0.005273526,0.005273526,8.75E-04,3.07E-03,1,0.010836171
